[1754, 1241]
[sidebar, [969.0, 26.0, 144.0, 36.0], qLCzjuIMTV, 6476743]
[second-level-question, [164.0, 127.0, 684.0, 36.0], Q8NjcjbzxM, 6476743]
[second-level-question, [164.0, 163.0, 684.0, 36.0], Q8NjcjbzxM, 6476743]
[second-level-question, [171.0, 246.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 282.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 318.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 354.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 390.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 426.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 462.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 498.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 534.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [171.0, 570.0, 937.0, 36.0], q72Sgi08rq, 6476743]
[second-level-question, [176.0, 666.0, 515.0, 36.0], EFnfNUe8qD, 6476743]
[second-level-question, [176.0, 702.0, 515.0, 36.0], EFnfNUe8qD, 6476743]
[second-level-question, [176.0, 738.0, 515.0, 36.0], EFnfNUe8qD, 6476743]
[second-level-question, [170.0, 815.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 851.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 887.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 923.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 959.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 995.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1031.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1067.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1103.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1139.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1175.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1211.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1247.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1283.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1319.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [170.0, 1355.0, 931.0, 36.0], lI_uWHOzPm, 6476743]
[second-level-question, [179.0, 1439.0, 802.0, 36.0], P3ZJRU2IXT, 6476743]
[second-level-question, [179.0, 1475.0, 802.0, 36.0], P3ZJRU2IXT, 6476743]
[second-level-question, [179.0, 1511.0, 802.0, 36.0], P3ZJRU2IXT, 6476743]
[second-level-question, [179.0, 1547.0, 802.0, 36.0], P3ZJRU2IXT, 6476743]
[second-level-question, [179.0, 1583.0, 802.0, 36.0], P3ZJRU2IXT, 6476743]
