[1241, 798]
[folio, [90.0, 63.0, 133.0, 18.0], shoonya_7sEKEFQF4930CZ, 5701688]
[paragraph, [89.0, 111.0, 618.0, 18.0], shoonya_2sF2H5VY7SLJCP, 5701688]
[paragraph, [89.0, 129.0, 618.0, 18.0], shoonya_2sF2H5VY7SLJCP, 5701688]
[paragraph, [89.0, 147.0, 618.0, 18.0], shoonya_2sF2H5VY7SLJCP, 5701688]
[paragraph, [89.0, 165.0, 618.0, 18.0], shoonya_2sF2H5VY7SLJCP, 5701688]
[paragraph, [89.0, 183.0, 618.0, 18.0], shoonya_2sF2H5VY7SLJCP, 5701688]
[paragraph, [134.0, 230.0, 482.0, 18.0], Cc1SFvVxoO, 5701688]
[paragraph, [134.0, 248.0, 482.0, 18.0], Cc1SFvVxoO, 5701688]
[paragraph, [90.0, 288.0, 615.0, 18.0], shoonya_3s9C18HASFOQGH, 5701688]
[paragraph, [90.0, 306.0, 615.0, 18.0], shoonya_3s9C18HASFOQGH, 5701688]
[paragraph, [90.0, 324.0, 615.0, 18.0], shoonya_3s9C18HASFOQGH, 5701688]
[paragraph, [90.0, 342.0, 615.0, 18.0], shoonya_3s9C18HASFOQGH, 5701688]
[paragraph, [88.0, 378.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 396.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 414.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 432.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 450.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 468.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 486.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 504.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 522.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 540.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 558.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 576.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 594.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 612.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 630.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 648.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 666.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 684.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 702.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 720.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 738.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 756.0, 617.0, 18.0], shoonya_0sPP8XTI8R42OK, 5701688]
[paragraph, [88.0, 793.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 811.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 829.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 847.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 865.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 883.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 901.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 919.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 937.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [88.0, 955.0, 618.0, 18.0], shoonya_1sTG0Q3XJ1LCLX, 5701688]
[paragraph, [87.0, 991.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1009.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1027.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1045.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1063.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1081.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1099.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1117.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
[paragraph, [87.0, 1135.0, 621.0, 18.0], shoonya_4sBUWPJYR86QCE, 5701688]
