[1518, 1075]
[paragraph, [92.0, 174.0, 424.0, 36.0], shoonya_4sHT3T36AL0IYS, 5722034]
[paragraph, [532.0, 180.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 216.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 252.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 288.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 324.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 360.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 396.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 432.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 468.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 504.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 540.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 576.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 612.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 648.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 684.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 720.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 756.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 792.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 828.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 864.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 900.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 936.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 972.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1008.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1044.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1080.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1116.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1152.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1188.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1224.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [532.0, 1260.0, 430.0, 36.0], shoonya_2sTZT97HYLRJIW, 5722034]
[paragraph, [91.0, 232.0, 427.0, 36.0], shoonya_1sWPF6VXILWZXV, 5722034]
[paragraph, [91.0, 268.0, 427.0, 36.0], shoonya_1sWPF6VXILWZXV, 5722034]
[paragraph, [91.0, 304.0, 427.0, 36.0], shoonya_1sWPF6VXILWZXV, 5722034]
[paragraph, [91.0, 340.0, 427.0, 36.0], shoonya_1sWPF6VXILWZXV, 5722034]
[paragraph, [91.0, 376.0, 427.0, 36.0], shoonya_1sWPF6VXILWZXV, 5722034]
[paragraph, [93.0, 453.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 489.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 525.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 561.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 597.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 633.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 669.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 705.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 741.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 777.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 813.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 849.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 885.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 921.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [93.0, 957.0, 424.0, 36.0], shoonya_0s5WH95NY8JU5F, 5722034]
[paragraph, [92.0, 1064.0, 425.0, 36.0], shoonya_6sU3J4UNBNKMTS, 5722034]
[paragraph, [92.0, 1100.0, 425.0, 36.0], shoonya_6sU3J4UNBNKMTS, 5722034]
[paragraph, [91.0, 1174.0, 426.0, 36.0], shoonya_3sCCUWQB4DQEUO, 5722034]
[paragraph, [91.0, 1210.0, 426.0, 36.0], shoonya_3sCCUWQB4DQEUO, 5722034]
[paragraph, [91.0, 1246.0, 426.0, 36.0], shoonya_3sCCUWQB4DQEUO, 5722034]
[paragraph, [91.0, 1282.0, 426.0, 36.0], shoonya_3sCCUWQB4DQEUO, 5722034]
[folio, [595.0, 1390.0, 280.0, 36.0], z0om35_iXK, 5722034]
