[1625, 1211]
[headline, [831.0, 107.0, 276.0, 37.5], KZcOJ5-QyS, 5742547]
[paragraph, [74.0, 116.0, 344.0, 36.0], K9V6coQKf5, 5742547]
[paragraph, [74.0, 152.0, 344.0, 36.0], K9V6coQKf5, 5742547]
[paragraph, [74.0, 188.0, 344.0, 36.0], K9V6coQKf5, 5742547]
[paragraph, [426.0, 123.0, 352.0, 36.0], 0lDh_9H1ND, 5742547]
[paragraph, [426.0, 159.0, 352.0, 36.0], 0lDh_9H1ND, 5742547]
[paragraph, [426.0, 195.0, 352.0, 36.0], 0lDh_9H1ND, 5742547]
[paragraph, [795.0, 219.0, 344.0, 36.0], HN7CDpU-k1, 5742547]
[paragraph, [795.0, 255.0, 344.0, 36.0], HN7CDpU-k1, 5742547]
[paragraph, [795.0, 291.0, 344.0, 36.0], HN7CDpU-k1, 5742547]
[paragraph, [795.0, 327.0, 344.0, 36.0], HN7CDpU-k1, 5742547]
[paragraph, [795.0, 363.0, 344.0, 36.0], HN7CDpU-k1, 5742547]
[paragraph, [58.0, 256.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 292.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 328.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 364.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 400.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 436.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 472.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 508.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 544.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [58.0, 580.0, 353.0, 36.0], OIPus_TUpd, 5742547]
[paragraph, [426.0, 256.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 292.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 328.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 364.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 400.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 436.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 472.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 508.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 544.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [426.0, 580.0, 349.0, 36.0], 3R7bDndKXM, 5742547]
[paragraph, [792.0, 408.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 444.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 480.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 516.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 552.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 588.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [792.0, 624.0, 334.0, 36.0], dVM9saKno6, 5742547]
[paragraph, [431.0, 634.0, 341.0, 36.0], shoonya_1sPG4A9B4XQM0D, 5742547]
[paragraph, [431.0, 670.0, 341.0, 36.0], shoonya_1sPG4A9B4XQM0D, 5742547]
[paragraph, [431.0, 706.0, 341.0, 36.0], shoonya_1sPG4A9B4XQM0D, 5742547]
[paragraph, [431.0, 742.0, 341.0, 36.0], shoonya_1sPG4A9B4XQM0D, 5742547]
[paragraph, [431.0, 778.0, 341.0, 36.0], shoonya_1sPG4A9B4XQM0D, 5742547]
[paragraph, [57.0, 637.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 673.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 709.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 745.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 781.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 817.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 853.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 889.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 925.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
