[2339, 1654]
[folio, [1359.0, 47.0, 250.0, 36.0], taorcUgfKA, 5751179]
[folio, [1359.0, 83.0, 250.0, 36.0], taorcUgfKA, 5751179]
[paragraph, [169.0, 107.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 143.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 179.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 215.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 251.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 287.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 323.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 359.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 395.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 431.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 467.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 503.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 539.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 575.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 611.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 647.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 683.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 719.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 755.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [169.0, 791.0, 1420.0, 36.0], shoonya_1sRUDGX3BWNRQR, 5751179]
[paragraph, [308.0, 844.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 880.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 916.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 952.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 988.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 1024.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 1060.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 1096.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 1132.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[paragraph, [308.0, 1168.0, 1133.0, 36.0], shoonya_3sMV3XUKJQIYPC, 5751179]
[reference, [1232.0, 1234.0, 202.0, 36.0], shoonya_2sIZLCUG8CRC9V, 5751179]
[paragraph, [140.0, 1276.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1312.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1348.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1384.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1420.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1456.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1492.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1528.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1564.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1600.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1636.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1672.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1708.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1744.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1780.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1816.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1852.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1888.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1924.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
[paragraph, [140.0, 1960.0, 1447.0, 36.0], shoonya_0sCLRUW4DFW7HQ, 5751179]
