[2200, 1700]
[paragraph, [311.0, 76.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 112.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 148.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 184.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 220.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 256.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 292.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 328.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 364.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 400.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 436.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 472.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 508.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 544.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 580.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 616.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 652.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 688.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [311.0, 724.0, 1088.0, 36.0], shoonya_2sZW8IVQAUXUA3, 5731004]
[paragraph, [310.0, 768.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 804.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 840.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 876.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 912.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 948.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 984.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1020.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1056.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1092.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1128.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1164.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1200.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1236.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1272.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1308.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1344.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1380.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1416.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1452.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [310.0, 1488.0, 1078.0, 36.0], shoonya_0s6AZF593MNRXT, 5731004]
[paragraph, [308.0, 1554.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1590.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1626.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1662.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1698.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1734.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1770.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1806.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1842.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1878.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[paragraph, [308.0, 1914.0, 1085.0, 36.0], shoonya_1sLHHIQ0HBBCAC, 5731004]
[folio, [384.0, 2019.0, 373.0, 36.0], y35fJocfkr, 5731004]
