[1806, 1178]
[chapter-title, [454.0, 271.0, 315.0, 58.5], 7eTCLNxZTf, 5750540]
[paragraph, [260.0, 333.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 369.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 405.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 441.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 477.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 513.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 549.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 585.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 621.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 657.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 693.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 729.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 765.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 801.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 837.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 873.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 909.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 945.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 981.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1017.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1053.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1089.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1125.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1161.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1197.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1233.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1269.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1305.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1341.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1377.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1413.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1449.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1485.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[paragraph, [260.0, 1521.0, 601.0, 36.0], Q7VQ0qyjty, 5750540]
[folio, [557.0, 1615.0, 162.0, 36.0], 0e21X3dVEP, 5750540]
