[1806, 1262]
[folio, [820.0, 102.0, 261.0, 36.0], shoonya_0sVY21TIP5FHF8, 5680491]
[paragraph, [92.0, 178.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 214.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 250.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 286.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 322.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 358.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 394.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 430.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 466.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 502.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 538.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 574.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 610.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 646.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 682.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [92.0, 718.0, 513.0, 36.0], shoonya_3s8EE6EPYX52VZ, 5680491]
[paragraph, [649.0, 178.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 214.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 250.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 286.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 322.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 358.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 394.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 430.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 466.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 502.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 538.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 574.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 610.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 646.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 682.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 718.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 754.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 790.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 826.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 862.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 898.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 934.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 970.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1006.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1042.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1078.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1114.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1150.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1186.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1222.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1258.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1294.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1330.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1366.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1402.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1438.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1474.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1510.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1546.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1582.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1618.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [649.0, 1654.0, 511.0, 36.0], DrfgB_ilU2, 5680491]
[paragraph, [94.0, 810.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 846.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 882.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 918.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 954.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 990.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1026.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1062.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1098.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1134.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1170.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1206.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1242.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1278.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1314.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1350.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1386.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1422.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1458.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1494.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1530.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1566.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1602.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
[paragraph, [94.0, 1638.0, 515.0, 36.0], r4kxyNsBGO, 5680491]
