[2650, 2048]
[section-title, [81.0, 114.0, 700.0, 79.5], shoonya_7sSX8UUVP5TGVB, 6473791]
[paragraph, [86.0, 214.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 260.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 307.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 353.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 400.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 446.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 493.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 539.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 586.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 632.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 679.0, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [86.0, 725.5, 922.0, 46.5], shoonya_2s4SGGBRA9ZZS7, 6473791]
[paragraph, [87.0, 820.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 866.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 913.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 959.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1006.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1052.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1099.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1145.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1192.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1238.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1285.0, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [87.0, 1331.5, 914.0, 46.5], shoonya_3s2E9730PIHQLC, 6473791]
[paragraph, [1054.0, 1281.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1327.5, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1374.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1420.5, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1467.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1513.5, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1560.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1606.5, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1653.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1699.5, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [1054.0, 1746.0, 914.0, 46.5], shoonya_4s7LSCMUWTR6Z3, 6473791]
[paragraph, [87.0, 1425.0, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1471.5, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1518.0, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1564.5, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1611.0, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1657.5, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1704.0, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [87.0, 1750.5, 921.0, 46.5], shoonya_1s8S4FPL3ONYKK, 6473791]
[paragraph, [883.0, 1929.0, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 1975.5, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
