[1987, 1270]
[folio, [572.0, 116.0, 127.0, 36.0], shoonya_1s2FQZLPC8EE0I, 5682411]
[paragraph, [126.0, 190.0, 1023.0, 36.0], shoonya_0s77Y4X92ZPOGU, 5682411]
[paragraph, [126.0, 226.0, 1023.0, 36.0], shoonya_0s77Y4X92ZPOGU, 5682411]
[paragraph, [125.0, 296.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 332.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 368.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 404.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 440.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 476.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 512.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 548.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 584.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 620.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 656.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 692.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [125.0, 728.0, 1021.0, 36.0], shoonya_6sVX5FRTVBMRB5, 5682411]
[paragraph, [123.0, 772.0, 1024.0, 36.0], shoonya_2sGMBQUY30UIKE, 5682411]
[paragraph, [123.0, 808.0, 1024.0, 36.0], shoonya_2sGMBQUY30UIKE, 5682411]
[paragraph, [123.0, 844.0, 1024.0, 36.0], shoonya_2sGMBQUY30UIKE, 5682411]
[paragraph, [123.0, 880.0, 1024.0, 36.0], shoonya_2sGMBQUY30UIKE, 5682411]
[paragraph, [123.0, 927.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 963.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 999.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1035.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1071.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1107.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1143.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1179.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1215.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1251.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1287.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1323.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [123.0, 1359.0, 1026.0, 36.0], shoonya_5sY0BCN512YN4P, 5682411]
[paragraph, [122.0, 1401.0, 1030.0, 36.0], shoonya_4sTIHW83GGJESX, 5682411]
[paragraph, [122.0, 1437.0, 1030.0, 36.0], shoonya_4sTIHW83GGJESX, 5682411]
[paragraph, [122.0, 1473.0, 1030.0, 36.0], shoonya_4sTIHW83GGJESX, 5682411]
[paragraph, [122.0, 1509.0, 1030.0, 36.0], shoonya_4sTIHW83GGJESX, 5682411]
[paragraph, [128.0, 1554.0, 1026.0, 36.0], shoonya_7sJSD7GFVBVEDM, 5682411]
[paragraph, [128.0, 1590.0, 1026.0, 36.0], shoonya_7sJSD7GFVBVEDM, 5682411]
[paragraph, [127.0, 1661.0, 1028.0, 36.0], 1Ts9-xqw6m, 5682411]
[paragraph, [127.0, 1697.0, 1028.0, 36.0], 1Ts9-xqw6m, 5682411]
[paragraph, [127.0, 1733.0, 1028.0, 36.0], 1Ts9-xqw6m, 5682411]
[paragraph, [127.0, 1769.0, 1028.0, 36.0], 1Ts9-xqw6m, 5682411]
[paragraph, [173.0, 1816.0, 975.0, 36.0], 4ZrG4z5Y08, 5682411]
