[1806, 1178]
[chapter-title, [429.0, 217.0, 355.0, 58.5], FmhY2TiFYn, 5751134]
[chapter-title, [429.0, 275.5, 355.0, 58.5], FmhY2TiFYn, 5751134]
[chapter-title, [429.0, 334.0, 355.0, 58.5], FmhY2TiFYn, 5751134]
[paragraph, [255.0, 458.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 494.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 530.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 566.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 602.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 638.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 674.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 710.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 746.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 782.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 818.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 854.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[paragraph, [255.0, 890.0, 764.0, 36.0], C3E8r--FFA, 5751134]
[reference, [636.0, 951.0, 430.0, 36.0], TlX9dZPYkd, 5751134]
[section-title, [255.0, 1025.0, 470.0, 49.5], jVxX6pCKNy, 5751134]
[section-title, [255.0, 1074.5, 470.0, 49.5], jVxX6pCKNy, 5751134]
[section-title, [255.0, 1124.0, 470.0, 49.5], jVxX6pCKNy, 5751134]
[paragraph, [252.0, 1216.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1252.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1288.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1324.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1360.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1396.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1432.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1468.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1504.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[paragraph, [252.0, 1540.0, 726.0, 36.0], RHT8SrlOID, 5751134]
[folio, [569.0, 1623.0, 142.0, 36.0], WIt3w7yc4K, 5751134]
