[2200, 1700]
[folio, [147.0, 166.0, 102.0, 36.0], shoonya_8sBAR7SBJ581T7, 5749915]
[chapter-title, [598.0, 349.0, 530.0, 70.5], jDZANZo4uj, 5749915]
[paragraph, [767.0, 502.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 538.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 574.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 610.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 646.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 682.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 718.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [767.0, 754.0, 810.0, 36.0], shoonya_5sG29TQZZQ5N1X, 5749915]
[paragraph, [765.0, 827.0, 809.0, 36.0], shoonya_7sG9NDMYNNUOHX, 5749915]
[paragraph, [765.0, 863.0, 809.0, 36.0], shoonya_7sG9NDMYNNUOHX, 5749915]
[paragraph, [765.0, 899.0, 809.0, 36.0], shoonya_7sG9NDMYNNUOHX, 5749915]
[paragraph, [141.0, 981.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1017.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1053.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1089.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1125.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1161.0, 1442.0, 36.0], shoonya_3sP7BJBY232XHV, 5749915]
[paragraph, [141.0, 1225.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1261.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1297.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1333.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1369.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1405.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1441.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [141.0, 1477.0, 1444.0, 36.0], shoonya_1sBO48UFGBOKZE, 5749915]
[paragraph, [139.0, 1556.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [139.0, 1592.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [139.0, 1628.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [139.0, 1664.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [139.0, 1700.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [139.0, 1736.0, 1451.0, 36.0], shoonya_2sXCJ1NPM0N162, 5749915]
[paragraph, [140.0, 1801.0, 1445.0, 36.0], shoonya_4s9GO5LYBXRU76, 5749915]
[paragraph, [140.0, 1837.0, 1445.0, 36.0], shoonya_4s9GO5LYBXRU76, 5749915]
[paragraph, [140.0, 1873.0, 1445.0, 36.0], shoonya_4s9GO5LYBXRU76, 5749915]
[paragraph, [140.0, 1909.0, 1445.0, 36.0], shoonya_4s9GO5LYBXRU76, 5749915]
