[1823, 1375]
[section-title, [457.0, 180.0, 450.0, 49.5], shoonya_6sB3RR6FQOTFWT, 5683733]
[ordered-list, [99.0, 248.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 284.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 320.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 356.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 392.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 428.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 464.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 500.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 536.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 572.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 608.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 644.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 680.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 716.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 752.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 788.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 824.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 860.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 896.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 932.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 968.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1004.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1040.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1076.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1112.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1148.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1184.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1220.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1256.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1292.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1328.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1364.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[ordered-list, [99.0, 1400.0, 580.0, 36.0], shoonya_0sWYN4HJ57S20S, 5683733]
[paragraph, [701.0, 249.0, 561.0, 36.0], rL-80zcDla, 5683733]
[paragraph, [701.0, 285.0, 561.0, 36.0], rL-80zcDla, 5683733]
[paragraph, [701.0, 321.0, 561.0, 36.0], rL-80zcDla, 5683733]
[paragraph, [701.0, 357.0, 561.0, 36.0], rL-80zcDla, 5683733]
[ordered-list, [690.0, 251.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 287.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 323.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 359.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 395.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 431.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 467.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 503.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 539.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 575.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 611.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 647.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 683.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 719.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 755.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 791.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 827.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 863.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 899.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 935.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
