[2200, 1700]
[paragraph, [372.0, 118.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 154.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 190.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 226.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 262.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 298.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 334.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 370.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 406.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 442.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 478.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 514.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 550.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 586.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 622.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 658.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 694.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 730.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 766.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 802.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 838.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [372.0, 874.0, 1134.0, 36.0], shoonya_0s5QT2HAE7GCQF, 5733840]
[paragraph, [370.0, 953.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 989.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1025.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1061.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1097.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1133.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1169.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1205.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1241.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1277.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1313.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [370.0, 1349.0, 1135.0, 36.0], shoonya_2sPO14CY7QK9F7, 5733840]
[paragraph, [372.0, 1441.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1477.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1513.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1549.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1585.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1621.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1657.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1693.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1729.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1765.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1801.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1837.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1873.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1909.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1945.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 1981.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
[paragraph, [372.0, 2017.0, 1134.0, 36.0], shoonya_1s7H3PTW1LHVT2, 5733840]
