[872, 605]
[section-title, [249.0, 37.0, 103.0, 30.0], EtRAcOMf-1, 6456707]
[folio, [38.0, 42.0, 86.0, 18.0], shoonya_0sW7895P2PDA64, 6456707]
[paragraph, [300.0, 77.0, 193.0, 18.0], 5o8KpK2kXG, 6456707]
[paragraph, [36.0, 78.0, 262.0, 18.0], D_3AzK89di, 6456707]
[paragraph, [36.0, 96.0, 262.0, 18.0], D_3AzK89di, 6456707]
[paragraph, [316.0, 100.0, 222.0, 18.0], uLCK7OTBis, 6456707]
[paragraph, [38.0, 120.0, 260.0, 18.0], aPmTHJEUpD, 6456707]
[paragraph, [38.0, 138.0, 260.0, 18.0], aPmTHJEUpD, 6456707]
[paragraph, [38.0, 156.0, 260.0, 18.0], aPmTHJEUpD, 6456707]
[paragraph, [302.0, 122.0, 232.0, 18.0], XkjYED2MBG, 6456707]
[paragraph, [314.0, 145.0, 203.0, 18.0], BLTQqKFlWI, 6456707]
[paragraph, [303.0, 165.0, 257.0, 18.0], X5VYWlrwkv, 6456707]
[paragraph, [303.0, 183.0, 257.0, 18.0], X5VYWlrwkv, 6456707]
[paragraph, [36.0, 172.0, 256.0, 18.0], gtr5351Jjl, 6456707]
[paragraph, [36.0, 190.0, 256.0, 18.0], gtr5351Jjl, 6456707]
[paragraph, [300.0, 208.0, 262.0, 18.0], EsegQSV9l7, 6456707]
[paragraph, [300.0, 226.0, 262.0, 18.0], EsegQSV9l7, 6456707]
[paragraph, [300.0, 244.0, 262.0, 18.0], EsegQSV9l7, 6456707]
[paragraph, [37.0, 214.0, 262.0, 18.0], zqpjb6F6DX, 6456707]
[paragraph, [37.0, 232.0, 262.0, 18.0], zqpjb6F6DX, 6456707]
[paragraph, [37.0, 250.0, 262.0, 18.0], zqpjb6F6DX, 6456707]
[paragraph, [298.0, 264.0, 237.0, 18.0], e28NDKXAi7, 6456707]
[paragraph, [298.0, 282.0, 237.0, 18.0], e28NDKXAi7, 6456707]
[paragraph, [35.0, 272.0, 266.0, 18.0], vLASV3F6Sm, 6456707]
[paragraph, [35.0, 290.0, 266.0, 18.0], vLASV3F6Sm, 6456707]
[paragraph, [300.0, 305.0, 261.0, 18.0], CFU8z-va7Y, 6456707]
[paragraph, [300.0, 323.0, 261.0, 18.0], CFU8z-va7Y, 6456707]
[paragraph, [38.0, 314.0, 263.0, 18.0], KPjciResBm, 6456707]
[paragraph, [38.0, 332.0, 263.0, 18.0], KPjciResBm, 6456707]
[paragraph, [38.0, 350.0, 263.0, 18.0], KPjciResBm, 6456707]
[paragraph, [38.0, 368.0, 263.0, 18.0], KPjciResBm, 6456707]
[paragraph, [299.0, 341.0, 256.0, 18.0], x4JmsV5rsZ, 6456707]
[paragraph, [299.0, 359.0, 256.0, 18.0], x4JmsV5rsZ, 6456707]
[paragraph, [35.0, 384.0, 202.0, 18.0], kiQbFh1NCq, 6456707]
[paragraph, [305.0, 385.0, 230.0, 18.0], M-PSUf13ZX, 6456707]
[paragraph, [305.0, 403.0, 230.0, 18.0], M-PSUf13ZX, 6456707]
[paragraph, [51.0, 409.0, 244.0, 18.0], oMgqlYivoF, 6456707]
[paragraph, [302.0, 423.0, 237.0, 18.0], 2hcB-WuBof, 6456707]
[paragraph, [302.0, 441.0, 237.0, 18.0], 2hcB-WuBof, 6456707]
[paragraph, [40.0, 432.0, 173.0, 18.0], I9VVNUHAFY, 6456707]
[paragraph, [36.0, 454.0, 265.0, 18.0], 8WuCxrQqHI, 6456707]
[paragraph, [36.0, 472.0, 265.0, 18.0], 8WuCxrQqHI, 6456707]
[paragraph, [300.0, 463.0, 260.0, 18.0], ZDIVt8svFL, 6456707]
[paragraph, [300.0, 481.0, 260.0, 18.0], ZDIVt8svFL, 6456707]
[paragraph, [203.0, 489.0, 97.0, 18.0], CufIPip7x5, 6456707]
[paragraph, [38.0, 509.0, 214.0, 18.0], ur-cUQAP51, 6456707]
[paragraph, [38.0, 527.0, 214.0, 18.0], ur-cUQAP51, 6456707]
[paragraph, [305.0, 509.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 527.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 545.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 563.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 581.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 599.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 617.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [305.0, 635.0, 261.0, 18.0], aXnQUgsJlf, 6456707]
[paragraph, [34.0, 552.0, 270.0, 18.0], Q6uK_fLSIx, 6456707]
[paragraph, [34.0, 570.0, 270.0, 18.0], Q6uK_fLSIx, 6456707]
[paragraph, [156.0, 588.0, 120.0, 18.0], 4BuVyzSxPf, 6456707]
[paragraph, [40.0, 609.0, 227.0, 18.0], E3wLh3_xHt, 6456707]
[paragraph, [40.0, 632.0, 261.0, 18.0], cA3PSYyqEW, 6456707]
