[2078, 1512]
[paragraph, [48.0, 120.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 156.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 192.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 228.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 264.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 300.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 336.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[paragraph, [48.0, 372.0, 661.0, 36.0], shoonya_3s03DU031I2DPD, 5713250]
[section-title, [734.0, 173.0, 591.0, 52.5], SF2Rh7FBew, 5713250]
[paragraph, [718.0, 259.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 295.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 331.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 367.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 403.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 439.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 475.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 511.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [718.0, 547.0, 694.0, 36.0], hoa02AS-bA, 5713250]
[paragraph, [50.0, 414.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 450.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 486.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 522.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 558.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 594.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 630.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 666.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 702.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 738.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 774.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 810.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[paragraph, [50.0, 846.0, 662.0, 36.0], shoonya_0s6O3IRUJIY1S7, 5713250]
[answer, [721.0, 664.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 700.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 736.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 772.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 808.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 844.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 880.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 916.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 952.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 988.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1024.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1060.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1096.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1132.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1168.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1204.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1240.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1276.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1312.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1348.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1384.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1420.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1456.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1492.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1528.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1564.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1600.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1636.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[answer, [721.0, 1672.0, 677.0, 36.0], shoonya_2s3KJPHJII2A0Y, 5713250]
[paragraph, [32.0, 910.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 946.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 982.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1018.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1054.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1090.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1126.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1162.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1198.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1234.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [32.0, 1270.0, 684.0, 36.0], ZxSLRuBW43, 5713250]
[paragraph, [25.0, 1340.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1376.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1412.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1448.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1484.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1520.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1556.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1592.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1628.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1664.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1700.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1736.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1772.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [25.0, 1808.0, 693.0, 36.0], shoonya_1s43VC26NQVFFA, 5713250]
[paragraph, [732.0, 1743.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[paragraph, [732.0, 1779.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[paragraph, [732.0, 1815.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[paragraph, [732.0, 1851.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[paragraph, [732.0, 1887.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[paragraph, [732.0, 1923.0, 657.0, 36.0], shoonya_7sN5BCOXDHSV1Z, 5713250]
[contact-info, [231.0, 1869.0, 480.0, 36.0], shoonya_5sNPZJO7X6A6DK, 5713250]
[contact-info, [231.0, 1905.0, 480.0, 36.0], shoonya_5sNPZJO7X6A6DK, 5713250]
