[792, 612]
[folio, [87.0, 47.0, 116.0, 18.0], runFEZf-wk, 6491379]
[paragraph, [303.0, 70.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 88.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 106.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 124.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 142.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 160.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 178.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 196.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 214.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 232.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 250.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 268.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 286.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 304.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 322.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 340.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 358.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 376.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 394.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 412.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 430.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [303.0, 448.0, 264.0, 18.0], Wkve8BbLbH, 6491379]
[paragraph, [48.0, 71.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 89.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 107.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 125.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 143.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 161.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 179.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 197.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 215.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 233.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 251.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 269.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 287.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 305.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 323.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 341.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 359.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 377.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 395.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 413.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 431.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 449.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 467.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 485.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 503.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 521.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 539.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 557.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 575.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 593.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 611.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 629.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 647.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 665.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 683.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [48.0, 701.0, 252.0, 18.0], shoonya_0s5H1VY50U61WO, 6491379]
[paragraph, [303.0, 477.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 495.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 513.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
