[1728, 1123]
[headline, [179.0, 289.0, 605.0, 37.5], shoonya_4sF0R9W4OYK4IK, 5752204]
[headline, [179.0, 326.5, 605.0, 37.5], shoonya_4sF0R9W4OYK4IK, 5752204]
[headline, [179.0, 364.0, 605.0, 37.5], shoonya_4sF0R9W4OYK4IK, 5752204]
[paragraph, [87.0, 441.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [87.0, 477.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [87.0, 513.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [87.0, 549.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [87.0, 585.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [87.0, 621.0, 789.0, 36.0], shoonya_2s888H3FVXDUQZ, 5752204]
[paragraph, [85.0, 698.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 734.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 770.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 806.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 842.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 878.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 914.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 950.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 986.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 1022.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 1058.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [85.0, 1094.0, 791.0, 36.0], shoonya_0sQ80U8MQS6ZBI, 5752204]
[paragraph, [86.0, 1162.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1198.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1234.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1270.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1306.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1342.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1378.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1414.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1450.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
[paragraph, [86.0, 1486.0, 796.0, 36.0], shoonya_1s4GBEN3AB0D5A, 5752204]
