[2067, 1567]
[folio, [1081.0, 197.0, 289.0, 36.0], FF_fabMjhW, 5735658]
[paragraph, [792.0, 249.0, 579.0, 36.0], shoonya_4sPEYLRK4S48QF, 5735658]
[paragraph, [792.0, 285.0, 579.0, 36.0], shoonya_4sPEYLRK4S48QF, 5735658]
[paragraph, [792.0, 321.0, 579.0, 36.0], shoonya_4sPEYLRK4S48QF, 5735658]
[paragraph, [792.0, 357.0, 579.0, 36.0], shoonya_4sPEYLRK4S48QF, 5735658]
[paragraph, [192.0, 251.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 287.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 323.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 359.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 395.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 431.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [192.0, 467.0, 580.0, 36.0], shoonya_1sAS56LLNF7GUS, 5735658]
[paragraph, [794.0, 425.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 461.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 497.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 533.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 569.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 605.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[paragraph, [794.0, 641.0, 577.0, 36.0], shoonya_15sL0A58Y6ECYM, 5735658]
[author, [545.0, 515.0, 226.0, 36.0], shoonya_14sQXIP30IUMDB, 5735658]
[sidebar, [1413.0, 638.0, 130.0, 36.0], shoonya_16sE73BS8TLEKW, 5735658]
[paragraph, [791.0, 693.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 729.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 765.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 801.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 837.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 873.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 909.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 945.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 981.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 1017.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 1053.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [791.0, 1089.0, 579.0, 36.0], shoonya_0s9TJKRP5AEIWD, 5735658]
[paragraph, [449.0, 738.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 774.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 810.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 846.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 882.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 918.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 954.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 990.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [449.0, 1026.0, 320.0, 36.0], shoonya_6sF2Y5NHXXIUT2, 5735658]
[paragraph, [192.0, 1096.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1132.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1168.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1204.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1240.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1276.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [192.0, 1312.0, 578.0, 36.0], shoonya_2sKTVE24BSBM07, 5735658]
[paragraph, [791.0, 1137.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1173.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1209.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1245.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1281.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1317.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1353.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1389.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1425.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [791.0, 1461.0, 580.0, 36.0], shoonya_7sCN3CI82FE2CS, 5735658]
[paragraph, [191.0, 1364.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1400.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1436.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1472.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1508.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1544.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1580.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1616.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1652.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1688.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1724.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [191.0, 1760.0, 579.0, 36.0], shoonya_3sT8Y6CMH3R2E1, 5735658]
[paragraph, [791.0, 1542.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1578.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1614.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1650.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1686.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1722.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[paragraph, [791.0, 1758.0, 582.0, 36.0], shoonya_8sV8LEUR6ILEOY, 5735658]
[folio, [191.0, 1822.0, 236.0, 36.0], yD-5mKacY1, 5735658]
