[1601, 1158]
[paragraph, [105.0, 89.0, 466.0, 36.0], 7t2AIICxuv, 5695747]
[paragraph, [105.0, 125.0, 466.0, 36.0], 7t2AIICxuv, 5695747]
[paragraph, [105.0, 161.0, 466.0, 36.0], 7t2AIICxuv, 5695747]
[paragraph, [580.0, 89.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 125.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 161.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 197.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 233.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 269.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 305.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 341.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 377.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 413.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 449.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [580.0, 485.0, 467.0, 36.0], shoonya_1sW5TLTYNPNN8O, 5695747]
[paragraph, [114.0, 212.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 248.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 284.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 320.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 356.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 392.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 428.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 464.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 500.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 536.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 572.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 608.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 644.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 680.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 716.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 752.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 788.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 824.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 860.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 896.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 932.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 968.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 1004.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 1040.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 1076.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 1112.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [114.0, 1148.0, 456.0, 36.0], shoonya_2s8SQG18XT2P9O, 5695747]
[paragraph, [584.0, 547.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 583.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 619.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 655.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 691.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 727.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 763.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 799.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 835.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 871.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 907.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 943.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 979.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 1015.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 1051.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [584.0, 1087.0, 456.0, 36.0], shoonya_0sJYMIYTPA8S0Y, 5695747]
[paragraph, [583.0, 1131.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1167.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1203.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1239.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1275.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
