[1298, 853]
[section-title, [308.0, 70.0, 220.0, 30.0], shoonya_0sYOCDQ9NGGC1P, 5710033]
[paragraph, [73.0, 110.0, 718.0, 18.0], shoonya_1s0FPWXE0ZXZPW, 5710033]
[paragraph, [73.0, 128.0, 718.0, 18.0], shoonya_1s0FPWXE0ZXZPW, 5710033]
[paragraph, [73.0, 146.0, 718.0, 18.0], shoonya_1s0FPWXE0ZXZPW, 5710033]
[paragraph, [73.0, 164.0, 718.0, 18.0], shoonya_1s0FPWXE0ZXZPW, 5710033]
[paragraph, [73.0, 182.0, 718.0, 18.0], shoonya_1s0FPWXE0ZXZPW, 5710033]
[paragraph, [70.0, 207.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 225.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 243.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 261.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 279.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 297.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 315.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 333.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 351.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 369.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 387.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 405.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [70.0, 423.0, 722.0, 18.0], shoonya_2sF8MSLIQK4MK0, 5710033]
[paragraph, [67.0, 454.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 472.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 490.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 508.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 526.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 544.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 562.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 580.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 598.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 616.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 634.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 652.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 670.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 688.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 706.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 724.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 742.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 760.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 778.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 796.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 814.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 832.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 850.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 868.0, 722.0, 18.0], lfaMczYa2g, 5710033]
[paragraph, [67.0, 893.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 911.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 929.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 947.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 965.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 983.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1001.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1019.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1037.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1055.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1073.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1091.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1109.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1127.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1145.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1163.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1181.0, 727.0, 18.0], QSG025aNvz, 5710033]
[paragraph, [67.0, 1199.0, 727.0, 18.0], QSG025aNvz, 5710033]
