[2150, 1329]
[folio, [484.0, 121.0, 410.0, 36.0], shoonya_0sGN6EYKJKAHM5, 5692191]
[paragraph, [375.0, 212.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 248.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 284.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 320.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 356.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 392.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 428.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 464.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 500.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 536.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 572.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 608.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 644.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 680.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 716.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 752.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 788.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 824.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 860.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 896.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 932.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 968.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1004.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1040.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1076.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1112.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1148.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1184.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1220.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1256.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1292.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1328.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1364.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1400.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1436.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1472.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1508.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1544.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1580.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1616.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1652.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1688.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1724.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1760.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[paragraph, [375.0, 1796.0, 609.0, 36.0], ZfqN38F6_F, 5692191]
[footnote, [160.0, 1858.0, 1044.0, 36.0], shoonya_3sUK3L5N01HEF6, 5692191]
[footnote, [160.0, 1894.0, 1044.0, 36.0], shoonya_3sUK3L5N01HEF6, 5692191]
[footnote, [160.0, 1930.0, 1044.0, 36.0], shoonya_3sUK3L5N01HEF6, 5692191]
[footnote, [160.0, 1966.0, 1044.0, 36.0], shoonya_3sUK3L5N01HEF6, 5692191]
