[1359, 917]
[paragraph, [139.0, 93.0, 305.0, 18.0], shoonya_4sL8OLYBY6HRV3, 5661033]
[paragraph, [139.0, 111.0, 305.0, 18.0], shoonya_4sL8OLYBY6HRV3, 5661033]
[paragraph, [136.0, 139.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 157.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 175.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 193.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 211.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 229.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 247.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 265.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 283.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 301.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 319.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 337.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 355.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 373.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 391.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 409.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 427.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 445.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 463.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 481.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 499.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 517.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 535.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 553.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 571.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 589.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 607.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 625.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 643.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 661.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 679.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 697.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 715.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 733.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 751.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [136.0, 769.0, 780.0, 18.0], shoonya_2sDRR3PXVSXV5J, 5661033]
[paragraph, [145.0, 793.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 811.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 829.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 847.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 865.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 883.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 901.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 919.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 937.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 955.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 973.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 991.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1009.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1027.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1045.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1063.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1081.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1099.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1117.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1135.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1153.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1171.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[paragraph, [145.0, 1189.0, 399.0, 18.0], shoonya_0sY98G44CLYL34, 5661033]
[figure-caption, [649.0, 1198.0, 267.0, 18.0], 8WlxHwZIvd, 5661033]
[figure-caption, [649.0, 1216.0, 267.0, 18.0], 8WlxHwZIvd, 5661033]
