[4767, 3325]
[folio, [289.0, 331.0, 507.0, 52.5], KFOwfdHUDf, 5710310]
[folio, [289.0, 383.5, 507.0, 52.5], KFOwfdHUDf, 5710310]
[folio, [289.0, 436.0, 507.0, 52.5], KFOwfdHUDf, 5710310]
[paragraph, [291.0, 514.0, 786.0, 52.5], f57e3W-22j, 5710310]
[paragraph, [291.0, 566.5, 786.0, 52.5], f57e3W-22j, 5710310]
[quote, [509.0, 637.0, 752.0, 52.5], 6_0c6_X3e0, 5710310]
[quote, [509.0, 689.5, 752.0, 52.5], 6_0c6_X3e0, 5710310]
[quote, [509.0, 761.0, 1256.0, 52.5], LB9rhUepxY, 5710310]
[quote, [509.0, 813.5, 1256.0, 52.5], LB9rhUepxY, 5710310]
[quote, [504.0, 885.0, 1632.0, 52.5], MybLkXc3W9, 5710310]
[quote, [504.0, 937.5, 1632.0, 52.5], MybLkXc3W9, 5710310]
[quote, [504.0, 1003.0, 425.0, 52.5], QpRj5Dj0iB, 5710310]
[quote, [504.0, 1055.5, 425.0, 52.5], QpRj5Dj0iB, 5710310]
[quote, [494.0, 1122.0, 519.0, 52.5], FoStHL14K-, 5710310]
[quote, [489.0, 1246.0, 1949.0, 52.5], qzQRPOFOgh, 5710310]
[quote, [489.0, 1298.5, 1949.0, 52.5], qzQRPOFOgh, 5710310]
[quote, [509.0, 1364.0, 761.0, 52.5], adLSz5wCV7, 5710310]
[quote, [509.0, 1416.5, 761.0, 52.5], adLSz5wCV7, 5710310]
[quote, [504.0, 1478.0, 831.0, 52.5], 7Cb_tUg1Re, 5710310]
[quote, [504.0, 1530.5, 831.0, 52.5], 7Cb_tUg1Re, 5710310]
[quote, [489.0, 1612.0, 801.0, 52.5], OLXCUUQBNM, 5710310]
[quote, [489.0, 1664.5, 801.0, 52.5], OLXCUUQBNM, 5710310]
[paragraph, [489.0, 1725.0, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 1777.5, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 1830.0, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 1882.5, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 1935.0, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 1987.5, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 2040.0, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 2092.5, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [489.0, 2145.0, 1608.0, 52.5], rDB2pEPgcp, 5710310]
[paragraph, [301.0, 2230.0, 2335.0, 52.5], jH8E-N_oz1, 5710310]
[paragraph, [301.0, 2282.5, 2335.0, 52.5], jH8E-N_oz1, 5710310]
[paragraph, [301.0, 2335.0, 2335.0, 52.5], jH8E-N_oz1, 5710310]
[paragraph, [301.0, 2387.5, 2335.0, 52.5], jH8E-N_oz1, 5710310]
[paragraph, [252.0, 2457.0, 2379.0, 52.5], -ycwnO1vYS, 5710310]
[paragraph, [252.0, 2509.5, 2379.0, 52.5], -ycwnO1vYS, 5710310]
[paragraph, [252.0, 2562.0, 2379.0, 52.5], -ycwnO1vYS, 5710310]
[paragraph, [252.0, 2614.5, 2379.0, 52.5], -ycwnO1vYS, 5710310]
[paragraph, [494.0, 2695.0, 1538.0, 52.5], 956FTG3m-d, 5710310]
[paragraph, [494.0, 2747.5, 1538.0, 52.5], 956FTG3m-d, 5710310]
[quote, [475.0, 2828.0, 865.0, 52.5], QgeHcpRZpA, 5710310]
[quote, [475.0, 2880.5, 865.0, 52.5], QgeHcpRZpA, 5710310]
[quote, [489.0, 2952.0, 479.0, 52.5], liUSw2xYYB, 5710310]
[quote, [277.0, 3070.0, 2335.0, 52.5], -ot4QrrMeQ, 5710310]
[quote, [277.0, 3122.5, 2335.0, 52.5], -ot4QrrMeQ, 5710310]
[quote, [277.0, 3175.0, 2335.0, 52.5], -ot4QrrMeQ, 5710310]
[quote, [277.0, 3227.5, 2335.0, 52.5], -ot4QrrMeQ, 5710310]
[quote, [479.0, 3303.0, 1118.0, 52.5], N-aebioJwF, 5710310]
[quote, [479.0, 3355.5, 1118.0, 52.5], N-aebioJwF, 5710310]
[quote, [499.0, 3441.0, 890.0, 52.5], W3zXKygcUx, 5710310]
[quote, [499.0, 3493.5, 890.0, 52.5], W3zXKygcUx, 5710310]
[paragraph, [494.0, 3545.0, 1093.0, 52.5], zQ2eEsD2Hn, 5710310]
[paragraph, [494.0, 3597.5, 1093.0, 52.5], zQ2eEsD2Hn, 5710310]
[quote, [272.0, 3674.0, 2350.0, 52.5], GXdU0-Vcbh, 5710310]
[quote, [272.0, 3726.5, 2350.0, 52.5], GXdU0-Vcbh, 5710310]
[quote, [272.0, 3779.0, 2350.0, 52.5], GXdU0-Vcbh, 5710310]
[quote, [272.0, 3831.5, 2350.0, 52.5], GXdU0-Vcbh, 5710310]
[quote, [425.0, 3926.0, 2048.0, 52.5], x6RJ_1lkaZ, 5710310]
[quote, [425.0, 3978.5, 2048.0, 52.5], x6RJ_1lkaZ, 5710310]
[quote, [445.0, 4040.0, 1083.0, 52.5], KTJsqaVw4M, 5710310]
[quote, [445.0, 4092.5, 1083.0, 52.5], KTJsqaVw4M, 5710310]
