[1200, 825]
[paragraph, [143.0, 107.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 125.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 143.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 161.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 179.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 197.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 215.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 233.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [143.0, 251.0, 539.0, 18.0], shoonya_1sY61XU34KTXSE, 5691078]
[paragraph, [145.0, 284.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 302.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 320.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 338.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 356.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 374.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 392.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 410.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 428.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 446.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [145.0, 464.0, 536.0, 18.0], shoonya_2sQM9CH9IAIE78, 5691078]
[paragraph, [143.0, 493.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 511.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 529.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 547.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 565.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 583.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 601.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 619.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 637.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 655.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 673.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 691.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 709.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 727.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 745.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 763.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 781.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 799.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 817.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 835.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 853.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 871.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 889.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 907.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 925.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 943.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
[paragraph, [143.0, 961.0, 538.0, 18.0], shoonya_0sZLA8UBJYLSGS, 5691078]
