[1162, 749]
[folio, [309.0, 74.0, 126.0, 18.0], shoonya_3sFHDPZ627H2SQ, 5699795]
[paragraph, [79.0, 119.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 137.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 155.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 173.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 191.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 209.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 227.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 245.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 263.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 281.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 299.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 317.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 335.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 353.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 371.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 389.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 407.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 425.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 443.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 461.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 479.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 497.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 515.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [79.0, 533.0, 590.0, 18.0], shoonya_0sPMKB2B5LKYW5, 5699795]
[paragraph, [83.0, 559.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 577.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 595.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 613.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 631.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 649.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [83.0, 667.0, 586.0, 18.0], shoonya_2s34DZOBVXFQ0R, 5699795]
[paragraph, [82.0, 695.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 713.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 731.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 749.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 767.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 785.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 803.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 821.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 839.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 857.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 875.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 893.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 911.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 929.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 947.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 965.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 983.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 1001.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 1019.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
[paragraph, [82.0, 1037.0, 591.0, 18.0], shoonya_1sKW3KQ16TNQPM, 5699795]
