[1241, 827]
[section-title, [339.0, 76.0, 156.0, 30.0], shoonya_3s6XAT812TOE42, 5716199]
[section-title, [339.0, 106.0, 156.0, 30.0], shoonya_3s6XAT812TOE42, 5716199]
[paragraph, [72.0, 142.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 160.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 178.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 196.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 214.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 232.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 250.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [72.0, 268.0, 681.0, 18.0], shoonya_2sH11T8RX7TJLB, 5716199]
[paragraph, [70.0, 310.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 328.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 346.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 364.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 382.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 400.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 418.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 436.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 454.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 472.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 490.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 508.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 526.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 544.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 562.0, 683.0, 18.0], shoonya_0sLPJVGOB54RC6, 5716199]
[paragraph, [70.0, 597.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 615.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 633.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 651.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 669.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 687.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 705.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 723.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 741.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 759.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 777.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 795.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 813.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 831.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 849.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 867.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 885.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 903.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 921.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 939.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 957.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 975.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[paragraph, [70.0, 993.0, 684.0, 18.0], shoonya_1sTN5O340YLTR2, 5716199]
[contact-info, [441.0, 1041.0, 367.0, 18.0], fOYdzji54a, 5716199]
[contact-info, [441.0, 1059.0, 367.0, 18.0], fOYdzji54a, 5716199]
[contact-info, [441.0, 1077.0, 367.0, 18.0], fOYdzji54a, 5716199]
[contact-info, [441.0, 1095.0, 367.0, 18.0], fOYdzji54a, 5716199]
[contact-info, [441.0, 1113.0, 367.0, 18.0], fOYdzji54a, 5716199]
[contact-info, [441.0, 1131.0, 367.0, 18.0], fOYdzji54a, 5716199]
