[720, 1872]
[section-title, [509.0, 91.0, 401.0, 30.0], W7-PWvpYc6, 5726294]
[section-title, [509.0, 121.0, 401.0, 30.0], W7-PWvpYc6, 5726294]
[section-title, [509.0, 151.0, 401.0, 30.0], W7-PWvpYc6, 5726294]
[paragraph, [528.0, 362.0, 345.0, 18.0], s4EOh5b_Uu, 5726294]
[paragraph, [528.0, 380.0, 345.0, 18.0], s4EOh5b_Uu, 5726294]
[paragraph, [528.0, 398.0, 345.0, 18.0], s4EOh5b_Uu, 5726294]
[paragraph, [530.0, 367.0, 343.0, 18.0], DN4lI2ymuu, 5726294]
[paragraph, [530.0, 385.0, 343.0, 18.0], DN4lI2ymuu, 5726294]
[paragraph, [530.0, 403.0, 343.0, 18.0], DN4lI2ymuu, 5726294]
[paragraph, [1016.0, 404.0, 369.0, 18.0], uCpZHDeOvs, 5726294]
[paragraph, [1016.0, 422.0, 369.0, 18.0], uCpZHDeOvs, 5726294]
[paragraph, [1016.0, 440.0, 369.0, 18.0], uCpZHDeOvs, 5726294]
[paragraph, [1016.0, 458.0, 369.0, 18.0], uCpZHDeOvs, 5726294]
[paragraph, [1016.0, 476.0, 369.0, 18.0], uCpZHDeOvs, 5726294]
[paragraph, [528.0, 439.0, 352.0, 18.0], RJJy0v71jf, 5726294]
[paragraph, [528.0, 457.0, 352.0, 18.0], RJJy0v71jf, 5726294]
[paragraph, [528.0, 475.0, 352.0, 18.0], RJJy0v71jf, 5726294]
[paragraph, [1420.0, 446.0, 331.0, 18.0], 9casDUK6kS, 5726294]
[paragraph, [1420.0, 464.0, 331.0, 18.0], 9casDUK6kS, 5726294]
[paragraph, [1420.0, 482.0, 331.0, 18.0], 9casDUK6kS, 5726294]
[paragraph, [1420.0, 500.0, 331.0, 18.0], 9casDUK6kS, 5726294]
[paragraph, [1016.0, 504.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [1016.0, 522.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [1016.0, 540.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [1016.0, 558.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [1016.0, 576.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [1016.0, 594.0, 366.0, 18.0], ZKZiw5WMhL, 5726294]
[paragraph, [528.0, 511.0, 233.0, 18.0], HanzbVOvB9, 5726294]
[paragraph, [528.0, 529.0, 233.0, 18.0], HanzbVOvB9, 5726294]
[paragraph, [528.0, 547.0, 233.0, 18.0], HanzbVOvB9, 5726294]
[paragraph, [1416.0, 530.0, 336.0, 18.0], 8Mz09Li69m, 5726294]
[paragraph, [1416.0, 548.0, 336.0, 18.0], 8Mz09Li69m, 5726294]
[paragraph, [1416.0, 566.0, 336.0, 18.0], 8Mz09Li69m, 5726294]
[paragraph, [1416.0, 584.0, 336.0, 18.0], 8Mz09Li69m, 5726294]
[paragraph, [530.0, 582.0, 331.0, 18.0], IHnbip7ggm, 5726294]
[paragraph, [530.0, 600.0, 331.0, 18.0], IHnbip7ggm, 5726294]
[paragraph, [530.0, 618.0, 331.0, 18.0], IHnbip7ggm, 5726294]
[paragraph, [530.0, 636.0, 331.0, 18.0], IHnbip7ggm, 5726294]
