[872, 605]
[section-title, [251.0, 29.0, 89.0, 30.0], yFE64JhodE, 6457001]
[folio, [40.0, 34.0, 84.0, 18.0], K5I6zPl-Jh, 6457001]
[paragraph, [301.0, 73.0, 259.0, 18.0], wy6WK_Vq5O, 6457001]
[paragraph, [301.0, 91.0, 259.0, 18.0], wy6WK_Vq5O, 6457001]
[paragraph, [52.0, 74.0, 239.0, 18.0], shoonya_0sJUTRETATBVHQ, 6457001]
[paragraph, [39.0, 94.0, 260.0, 18.0], 982zmOcQYs, 6457001]
[paragraph, [300.0, 114.0, 259.0, 18.0], B-iSd4eeOU, 6457001]
[paragraph, [300.0, 132.0, 259.0, 18.0], B-iSd4eeOU, 6457001]
[paragraph, [300.0, 150.0, 259.0, 18.0], B-iSd4eeOU, 6457001]
[paragraph, [300.0, 168.0, 259.0, 18.0], B-iSd4eeOU, 6457001]
[paragraph, [43.0, 119.0, 256.0, 18.0], 6fH509rHXA, 6457001]
[paragraph, [43.0, 137.0, 256.0, 18.0], 6fH509rHXA, 6457001]
[paragraph, [43.0, 155.0, 256.0, 18.0], 6fH509rHXA, 6457001]
[paragraph, [43.0, 173.0, 256.0, 18.0], 6fH509rHXA, 6457001]
[paragraph, [302.0, 185.0, 257.0, 18.0], 4eGJdo2eVC, 6457001]
[paragraph, [302.0, 203.0, 257.0, 18.0], 4eGJdo2eVC, 6457001]
[paragraph, [302.0, 221.0, 257.0, 18.0], 4eGJdo2eVC, 6457001]
[paragraph, [40.0, 188.0, 258.0, 18.0], ksK-1WPLch, 6457001]
[paragraph, [40.0, 206.0, 258.0, 18.0], ksK-1WPLch, 6457001]
[paragraph, [40.0, 224.0, 258.0, 18.0], ksK-1WPLch, 6457001]
[paragraph, [40.0, 242.0, 258.0, 18.0], ksK-1WPLch, 6457001]
[paragraph, [40.0, 260.0, 258.0, 18.0], ksK-1WPLch, 6457001]
[paragraph, [302.0, 244.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 262.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 280.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 298.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 316.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 334.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 352.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 370.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 388.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 406.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 424.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 442.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 460.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [302.0, 478.0, 259.0, 18.0], iPQCJg3ddF, 6457001]
[paragraph, [37.0, 294.0, 262.0, 18.0], t0YhWpbD6E, 6457001]
