[1248, 907]
[chapter-title, [266.0, 43.0, 248.0, 30.0], NvYekZCtnT, 5776161]
[paragraph, [76.0, 84.0, 633.0, 18.0], shoonya_9sHX6KWS1SZMPU, 5776161]
[paragraph, [76.0, 102.0, 633.0, 18.0], shoonya_9sHX6KWS1SZMPU, 5776161]
[paragraph, [76.0, 135.0, 636.0, 18.0], shoonya_5sGU11M35YS07S, 5776161]
[paragraph, [76.0, 153.0, 636.0, 18.0], shoonya_5sGU11M35YS07S, 5776161]
[paragraph, [77.0, 183.0, 633.0, 18.0], shoonya_3s97FX51LNCOSW, 5776161]
[paragraph, [77.0, 201.0, 633.0, 18.0], shoonya_3s97FX51LNCOSW, 5776161]
[paragraph, [77.0, 219.0, 633.0, 18.0], shoonya_3s97FX51LNCOSW, 5776161]
[paragraph, [77.0, 237.0, 633.0, 18.0], shoonya_3s97FX51LNCOSW, 5776161]
[paragraph, [77.0, 255.0, 633.0, 18.0], shoonya_3s97FX51LNCOSW, 5776161]
[paragraph, [95.0, 286.0, 280.0, 18.0], shoonya_7s94SJDRUIAUCM, 5776161]
[paragraph, [101.0, 311.0, 126.0, 18.0], shoonya_6sGRS8JHP6PVNJ, 5776161]
[paragraph, [76.0, 336.0, 636.0, 18.0], shoonya_0s15YECZIJNE6H, 5776161]
[paragraph, [76.0, 354.0, 636.0, 18.0], shoonya_0s15YECZIJNE6H, 5776161]
[paragraph, [76.0, 372.0, 636.0, 18.0], shoonya_0s15YECZIJNE6H, 5776161]
[paragraph, [76.0, 390.0, 636.0, 18.0], shoonya_0s15YECZIJNE6H, 5776161]
[paragraph, [76.0, 408.0, 636.0, 18.0], shoonya_0s15YECZIJNE6H, 5776161]
[paragraph, [78.0, 437.0, 636.0, 18.0], shoonya_10sR8AISZ25RJJ, 5776161]
[paragraph, [78.0, 455.0, 636.0, 18.0], shoonya_10sR8AISZ25RJJ, 5776161]
[paragraph, [77.0, 486.0, 638.0, 18.0], oATHI_75zm, 5776161]
[paragraph, [77.0, 504.0, 638.0, 18.0], oATHI_75zm, 5776161]
[paragraph, [77.0, 522.0, 638.0, 18.0], oATHI_75zm, 5776161]
[paragraph, [79.0, 535.0, 638.0, 18.0], 1f_l1wnFkJ, 5776161]
[paragraph, [79.0, 553.0, 638.0, 18.0], 1f_l1wnFkJ, 5776161]
[paragraph, [79.0, 571.0, 638.0, 18.0], 1f_l1wnFkJ, 5776161]
[paragraph, [76.0, 585.0, 638.0, 18.0], shoonya_11s5XP81WC5HVU, 5776161]
[paragraph, [76.0, 603.0, 638.0, 18.0], shoonya_11s5XP81WC5HVU, 5776161]
[paragraph, [76.0, 621.0, 638.0, 18.0], shoonya_11s5XP81WC5HVU, 5776161]
[paragraph, [78.0, 633.0, 635.0, 18.0], shoonya_12sK8WE5UPNI7T, 5776161]
[paragraph, [78.0, 651.0, 635.0, 18.0], shoonya_12sK8WE5UPNI7T, 5776161]
[paragraph, [78.0, 669.0, 635.0, 18.0], shoonya_12sK8WE5UPNI7T, 5776161]
[paragraph, [78.0, 682.0, 640.0, 18.0], shoonya_13sKPCGRDDUMVF, 5776161]
[paragraph, [78.0, 700.0, 640.0, 18.0], shoonya_13sKPCGRDDUMVF, 5776161]
[paragraph, [78.0, 718.0, 640.0, 18.0], shoonya_13sKPCGRDDUMVF, 5776161]
[paragraph, [79.0, 732.0, 646.0, 18.0], shoonya_14sFCDCU7MXX4D, 5776161]
[paragraph, [79.0, 750.0, 646.0, 18.0], shoonya_14sFCDCU7MXX4D, 5776161]
[paragraph, [79.0, 768.0, 646.0, 18.0], shoonya_14sFCDCU7MXX4D, 5776161]
[paragraph, [79.0, 786.0, 646.0, 18.0], shoonya_14sFCDCU7MXX4D, 5776161]
[paragraph, [79.0, 812.0, 645.0, 18.0], gGSI2AQ8Vb, 5776161]
[paragraph, [79.0, 830.0, 645.0, 18.0], gGSI2AQ8Vb, 5776161]
[paragraph, [79.0, 848.0, 645.0, 18.0], gGSI2AQ8Vb, 5776161]
[paragraph, [82.0, 860.0, 639.0, 18.0], shoonya_2sE7QKVC1WU73D, 5776161]
[paragraph, [82.0, 878.0, 639.0, 18.0], shoonya_2sE7QKVC1WU73D, 5776161]
[paragraph, [82.0, 896.0, 639.0, 18.0], shoonya_2sE7QKVC1WU73D, 5776161]
[paragraph, [82.0, 914.0, 639.0, 18.0], shoonya_2sE7QKVC1WU73D, 5776161]
[paragraph, [82.0, 939.0, 636.0, 18.0], shoonya_1sOEOWVDWAYZQA, 5776161]
[paragraph, [82.0, 957.0, 636.0, 18.0], shoonya_1sOEOWVDWAYZQA, 5776161]
[paragraph, [82.0, 975.0, 636.0, 18.0], shoonya_1sOEOWVDWAYZQA, 5776161]
[paragraph, [82.0, 993.0, 636.0, 18.0], shoonya_1sOEOWVDWAYZQA, 5776161]
[paragraph, [82.0, 1011.0, 636.0, 18.0], shoonya_1sOEOWVDWAYZQA, 5776161]
[paragraph, [84.0, 1039.0, 637.0, 18.0], shoonya_4s1UCV0ACFUV93, 5776161]
[paragraph, [84.0, 1057.0, 637.0, 18.0], shoonya_4s1UCV0ACFUV93, 5776161]
