[2339, 1654]
[chapter-title, [502.0, 131.0, 640.0, 70.5], lSwNzVMSar, 5656626]
[paragraph, [140.0, 369.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 405.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 441.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 477.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 513.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 549.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 585.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 621.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 657.0, 1377.0, 36.0], shoonya_3sHNFE6HZMUJD3, 5656626]
[paragraph, [140.0, 778.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 814.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 850.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 886.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 922.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 958.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [140.0, 994.0, 1354.0, 36.0], shoonya_1sIGK4QQ9POS7V, 5656626]
[paragraph, [111.0, 1090.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1126.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1162.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1198.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1234.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1270.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1306.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1342.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1378.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1414.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1450.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1486.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1522.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1558.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1594.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1630.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [111.0, 1666.0, 1461.0, 36.0], shoonya_0sQ1CH3A5TNM0L, 5656626]
[paragraph, [139.0, 1793.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 1829.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 1865.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 1901.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 1937.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 1973.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 2009.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 2045.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
[paragraph, [139.0, 2081.0, 1432.0, 36.0], shoonya_2sPY5O7Y0DFM0V, 5656626]
