[1031, 622]
[section-title, [258.0, 69.0, 99.0, 30.0], shoonya_2s5H9NQCOJY0FO, 5710217]
[paragraph, [53.0, 116.0, 509.0, 18.0], shoonya_3sNXIYN9XDXYZ4, 5710217]
[paragraph, [53.0, 134.0, 509.0, 18.0], shoonya_3sNXIYN9XDXYZ4, 5710217]
[paragraph, [53.0, 152.0, 509.0, 18.0], shoonya_3sNXIYN9XDXYZ4, 5710217]
[paragraph, [53.0, 170.0, 509.0, 18.0], shoonya_3sNXIYN9XDXYZ4, 5710217]
[paragraph, [53.0, 188.0, 509.0, 18.0], shoonya_3sNXIYN9XDXYZ4, 5710217]
[paragraph, [57.0, 214.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 232.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 250.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 268.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 286.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 304.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 322.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 340.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 358.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 376.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 394.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 412.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 430.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 448.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 466.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 484.0, 498.0, 18.0], shoonya_1sBX541GB7R147, 5710217]
[paragraph, [57.0, 521.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 539.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 557.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 575.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 593.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 611.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 629.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 647.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 665.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 683.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 701.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 719.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 737.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 755.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 773.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 791.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 809.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 827.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 845.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 863.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 881.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 899.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 917.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
[paragraph, [57.0, 935.0, 506.0, 18.0], shoonya_0sAKEFRUCC7ZG5, 5710217]
