[1034, 680]
[folio, [247.0, 69.0, 253.0, 18.0], yX1AMjUF__, 5739912]
[folio, [247.0, 87.0, 253.0, 18.0], yX1AMjUF__, 5739912]
[ordered-list, [62.0, 118.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 136.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 154.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 172.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 190.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 208.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 226.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 244.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 262.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 280.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 298.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 316.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 334.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 352.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 370.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 388.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 406.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 424.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 442.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 460.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 478.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 496.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 514.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 532.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 550.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 568.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 586.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 604.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 622.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 640.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 658.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 676.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 694.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 712.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 730.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 748.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 766.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 784.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 802.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 820.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 838.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 856.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 874.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 892.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 910.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 928.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
[ordered-list, [62.0, 946.0, 551.0, 18.0], shoonya_1sND1CGRBR9ZSU, 5739912]
