[595, 454]
[paragraph, [19.0, 9.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 27.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 45.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 63.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 81.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 99.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [19.0, 117.0, 204.0, 18.0], toGpon7ig6, 6460307]
[paragraph, [224.0, 9.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [224.0, 27.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [224.0, 45.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [224.0, 63.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [224.0, 81.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [224.0, 99.0, 201.0, 18.0], Ne9oyJoOMc, 6460307]
[paragraph, [223.0, 132.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 150.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 168.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 186.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 204.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 222.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 240.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 258.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 276.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 294.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 312.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [223.0, 330.0, 198.0, 18.0], SbLZlzW6CB, 6460307]
[paragraph, [18.0, 151.0, 202.0, 18.0], Q_yvGhfB8X, 6460307]
[paragraph, [18.0, 169.0, 202.0, 18.0], Q_yvGhfB8X, 6460307]
[paragraph, [18.0, 187.0, 202.0, 18.0], Q_yvGhfB8X, 6460307]
[paragraph, [18.0, 205.0, 202.0, 18.0], Q_yvGhfB8X, 6460307]
[paragraph, [17.0, 233.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 251.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 269.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 287.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 305.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 323.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 341.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [17.0, 359.0, 201.0, 18.0], HAwthNXUTX, 6460307]
[paragraph, [225.0, 351.0, 198.0, 18.0], 15MNDBfVSa, 6460307]
[paragraph, [225.0, 369.0, 198.0, 18.0], 15MNDBfVSa, 6460307]
