[2481, 1654]
[folio, [338.0, 102.0, 139.0, 36.0], shoonya_1sPG2KUHFTB3VQ, 5721212]
[paragraph, [222.0, 214.0, 1271.0, 36.0], shoonya_2sWROI7HKTOJ2Q, 5721212]
[paragraph, [222.0, 250.0, 1271.0, 36.0], shoonya_2sWROI7HKTOJ2Q, 5721212]
[paragraph, [221.0, 320.0, 1269.0, 36.0], gtDgDVelZW, 5721212]
[paragraph, [221.0, 356.0, 1269.0, 36.0], gtDgDVelZW, 5721212]
[paragraph, [225.0, 419.0, 1263.0, 36.0], 2QykXfIM0L, 5721212]
[paragraph, [225.0, 455.0, 1263.0, 36.0], 2QykXfIM0L, 5721212]
[paragraph, [283.0, 523.0, 138.0, 36.0], 30buXEuqjl, 5721212]
[paragraph, [229.0, 572.0, 1257.0, 36.0], ATzTspV1AT, 5721212]
[paragraph, [229.0, 608.0, 1257.0, 36.0], ATzTspV1AT, 5721212]
[paragraph, [221.0, 674.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 710.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 746.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 782.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 818.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 854.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 890.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 926.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 962.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 998.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 1034.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [221.0, 1070.0, 1273.0, 36.0], N7Z8uUakEu, 5721212]
[paragraph, [223.0, 1128.0, 1269.0, 36.0], uXZOGBHHKE, 5721212]
[paragraph, [223.0, 1164.0, 1269.0, 36.0], uXZOGBHHKE, 5721212]
[paragraph, [223.0, 1200.0, 1269.0, 36.0], uXZOGBHHKE, 5721212]
[paragraph, [223.0, 1236.0, 1269.0, 36.0], uXZOGBHHKE, 5721212]
[paragraph, [227.0, 1279.0, 1265.0, 36.0], j2EYSkJhMD, 5721212]
[paragraph, [227.0, 1315.0, 1265.0, 36.0], j2EYSkJhMD, 5721212]
[paragraph, [227.0, 1351.0, 1265.0, 36.0], j2EYSkJhMD, 5721212]
[paragraph, [227.0, 1387.0, 1265.0, 36.0], j2EYSkJhMD, 5721212]
[paragraph, [227.0, 1423.0, 1265.0, 36.0], j2EYSkJhMD, 5721212]
[paragraph, [283.0, 1480.0, 860.0, 36.0], 5-bCXRX4Wy, 5721212]
[paragraph, [283.0, 1532.0, 492.0, 36.0], f3ANAfLd3u, 5721212]
[paragraph, [224.0, 1582.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1618.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1654.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1690.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1726.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1762.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1798.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1834.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [224.0, 1870.0, 1271.0, 36.0], shoonya_4sFY2MONE31QGK, 5721212]
[paragraph, [225.0, 1935.0, 1265.0, 36.0], 78rWdG4F-q, 5721212]
[paragraph, [225.0, 1971.0, 1265.0, 36.0], 78rWdG4F-q, 5721212]
[paragraph, [221.0, 2034.0, 1271.0, 36.0], b6ImCDOCy_, 5721212]
[paragraph, [221.0, 2070.0, 1271.0, 36.0], b6ImCDOCy_, 5721212]
[paragraph, [221.0, 2106.0, 1271.0, 36.0], b6ImCDOCy_, 5721212]
[paragraph, [221.0, 2142.0, 1271.0, 36.0], b6ImCDOCy_, 5721212]
