[1244, 915]
[chapter-title, [269.0, 29.0, 309.0, 30.0], shoonya_0s5XFWJZ0OVU0Z, 5776082]
[paragraph, [90.0, 78.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 96.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 114.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 132.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 150.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 168.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 186.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 204.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 222.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 240.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 258.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 276.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 294.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 312.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 330.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 348.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [90.0, 366.0, 659.0, 18.0], EO8LaG_xBf, 5776082]
[paragraph, [89.0, 401.0, 664.0, 18.0], Mq1GTcyh5m, 5776082]
[paragraph, [89.0, 419.0, 664.0, 18.0], Mq1GTcyh5m, 5776082]
[paragraph, [89.0, 437.0, 664.0, 18.0], Mq1GTcyh5m, 5776082]
[paragraph, [89.0, 455.0, 664.0, 18.0], Mq1GTcyh5m, 5776082]
[paragraph, [92.0, 476.0, 483.0, 18.0], XD_j62DR1y, 5776082]
[paragraph, [93.0, 500.0, 659.0, 18.0], Plkq8cpVc3, 5776082]
[paragraph, [93.0, 518.0, 659.0, 18.0], Plkq8cpVc3, 5776082]
[paragraph, [93.0, 536.0, 659.0, 18.0], Plkq8cpVc3, 5776082]
[paragraph, [93.0, 554.0, 659.0, 18.0], Plkq8cpVc3, 5776082]
[paragraph, [98.0, 580.0, 622.0, 18.0], TRXAd6Yv9y, 5776082]
[paragraph, [98.0, 606.0, 662.0, 18.0], h7lxWwv7Jt, 5776082]
[paragraph, [98.0, 624.0, 662.0, 18.0], h7lxWwv7Jt, 5776082]
[paragraph, [98.0, 642.0, 662.0, 18.0], h7lxWwv7Jt, 5776082]
[paragraph, [98.0, 660.0, 662.0, 18.0], h7lxWwv7Jt, 5776082]
[paragraph, [98.0, 678.0, 662.0, 18.0], h7lxWwv7Jt, 5776082]
[paragraph, [94.0, 708.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 726.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 744.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 762.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 780.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 798.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 816.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 834.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [94.0, 852.0, 664.0, 18.0], 3PRBpw-KFi, 5776082]
[paragraph, [96.0, 882.0, 664.0, 18.0], 4s5nERQ7-f, 5776082]
[paragraph, [96.0, 900.0, 664.0, 18.0], 4s5nERQ7-f, 5776082]
[paragraph, [96.0, 918.0, 664.0, 18.0], 4s5nERQ7-f, 5776082]
[paragraph, [96.0, 936.0, 664.0, 18.0], 4s5nERQ7-f, 5776082]
[paragraph, [96.0, 953.0, 666.0, 18.0], VURT5V_p9o, 5776082]
[paragraph, [96.0, 971.0, 666.0, 18.0], VURT5V_p9o, 5776082]
[paragraph, [96.0, 989.0, 666.0, 18.0], VURT5V_p9o, 5776082]
[paragraph, [96.0, 1007.0, 666.0, 18.0], VURT5V_p9o, 5776082]
[paragraph, [96.0, 1025.0, 666.0, 18.0], VURT5V_p9o, 5776082]
[paragraph, [122.0, 1053.0, 628.0, 18.0], lUavXzwcVM, 5776082]
[paragraph, [122.0, 1071.0, 628.0, 18.0], lUavXzwcVM, 5776082]
