[1267, 723]
[folio, [29.0, 29.0, 111.0, 18.0], NB2P9f1drf, 5782376]
[folio, [29.0, 47.0, 111.0, 18.0], NB2P9f1drf, 5782376]
[ordered-list, [25.0, 120.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 138.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 156.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 174.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 192.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 210.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 228.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 246.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 264.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 282.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 300.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 318.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 336.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 354.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [25.0, 372.0, 655.0, 18.0], shoonya_3sO6LN25B9M484, 5782376]
[ordered-list, [3.0, 404.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 422.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 440.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 458.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 476.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 494.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 512.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 530.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 548.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 566.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 584.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 602.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 620.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 638.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 656.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 674.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 692.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 710.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 728.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 746.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 764.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 782.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 800.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 818.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 836.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 854.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 872.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 890.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 908.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 926.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 944.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 962.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 980.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 998.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1016.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1034.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1052.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1070.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1088.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1106.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1124.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1142.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1160.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[ordered-list, [3.0, 1178.0, 679.0, 18.0], EqE6Ki4W9T, 5782376]
[sub-ordered-list, [6.0, 442.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 460.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 478.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 496.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 514.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 532.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 550.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 568.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 586.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 604.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 622.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 640.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 658.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 676.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 694.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 712.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 730.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 748.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
