[1754, 1241]
[folio, [206.0, 6.0, 178.0, 36.0], ihYvYvwh1r, 5745105]
[paragraph, [866.0, 649.0, 273.0, 36.0], Ep-sGwd5HV, 5745105]
[paragraph, [866.0, 685.0, 273.0, 36.0], Ep-sGwd5HV, 5745105]
[paragraph, [866.0, 721.0, 273.0, 36.0], Ep-sGwd5HV, 5745105]
[paragraph, [866.0, 757.0, 273.0, 36.0], Ep-sGwd5HV, 5745105]
[paragraph, [866.0, 793.0, 273.0, 36.0], Ep-sGwd5HV, 5745105]
[paragraph, [99.0, 655.0, 255.0, 36.0], shoonya_2s8YOQ9SUTXKCV, 5745105]
[paragraph, [99.0, 691.0, 255.0, 36.0], shoonya_2s8YOQ9SUTXKCV, 5745105]
[paragraph, [99.0, 727.0, 255.0, 36.0], shoonya_2s8YOQ9SUTXKCV, 5745105]
[paragraph, [99.0, 763.0, 255.0, 36.0], shoonya_2s8YOQ9SUTXKCV, 5745105]
[contact-info, [439.0, 752.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 788.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 824.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 860.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 896.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 932.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 968.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1004.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1040.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1076.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1112.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1148.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1184.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1220.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1256.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1292.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1328.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1364.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1400.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1436.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [439.0, 1472.0, 347.0, 36.0], shoonya_1sQTR5KBK12J7S, 5745105]
[contact-info, [77.0, 861.0, 284.0, 36.0], _gB4FGSA-M, 5745105]
[contact-info, [77.0, 897.0, 284.0, 36.0], _gB4FGSA-M, 5745105]
[contact-info, [873.0, 880.0, 270.0, 36.0], 954Tsh351s, 5745105]
[paragraph, [104.0, 1187.0, 251.0, 36.0], Lr1ie-0GS-, 5745105]
[paragraph, [104.0, 1223.0, 251.0, 36.0], Lr1ie-0GS-, 5745105]
[paragraph, [104.0, 1259.0, 251.0, 36.0], Lr1ie-0GS-, 5745105]
[paragraph, [898.0, 1201.0, 241.0, 36.0], v8SJyjc2gG, 5745105]
[paragraph, [898.0, 1237.0, 241.0, 36.0], v8SJyjc2gG, 5745105]
[contact-info, [878.0, 1353.0, 276.0, 36.0], shoonya_7sSEYXB9F42TK2, 5745105]
[contact-info, [76.0, 1354.0, 287.0, 36.0], rb_w-nhcs0, 5745105]
[contact-info, [491.0, 1554.0, 262.0, 36.0], WBxxifbHxK, 5745105]
[contact-info, [73.0, 1666.0, 527.0, 36.0], VmIHSmqSp2, 5745105]
[contact-info, [73.0, 1702.0, 527.0, 36.0], VmIHSmqSp2, 5745105]
