[3968, 2806]
[paragraph, [181.0, 207.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 259.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 312.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 364.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 417.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 469.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 522.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 574.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 627.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 679.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 732.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 784.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 837.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 889.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 942.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 994.5, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [181.0, 1047.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [1417.0, 246.0, 1192.0, 52.5], L9EyU3N2Qc, 5683868]
[paragraph, [1417.0, 298.5, 1192.0, 52.5], L9EyU3N2Qc, 5683868]
[paragraph, [1417.0, 351.0, 1192.0, 52.5], L9EyU3N2Qc, 5683868]
[paragraph, [1417.0, 403.5, 1192.0, 52.5], L9EyU3N2Qc, 5683868]
[paragraph, [1417.0, 456.0, 1192.0, 52.5], L9EyU3N2Qc, 5683868]
[paragraph, [1446.0, 551.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 603.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 656.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 708.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 761.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 813.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 866.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 918.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 971.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1023.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1076.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1128.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1181.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1233.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1286.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1338.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1391.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1443.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1496.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1548.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1601.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1653.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1706.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1758.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1811.0, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [1446.0, 1863.5, 1153.0, 52.5], shoonya_3s0VTQ17WNQCEU, 5683868]
[paragraph, [179.0, 1229.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1281.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1334.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1386.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1439.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1491.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1544.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1596.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1649.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1701.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
