[1650, 1275]
[sub-section-title, [151.0, 183.0, 145.0, 36.0], bUHtojFh11, 5775261]
[website-link, [669.0, 251.0, 304.0, 18.0], wnNYmgjRuu, 5775261]
[website-link, [669.0, 269.0, 304.0, 18.0], wnNYmgjRuu, 5775261]
[paragraph, [144.0, 436.0, 971.0, 36.0], shoonya_0sY7595WVBBAVO, 5775261]
[paragraph, [144.0, 472.0, 971.0, 36.0], shoonya_0sY7595WVBBAVO, 5775261]
[paragraph, [144.0, 508.0, 971.0, 36.0], shoonya_0sY7595WVBBAVO, 5775261]
[paragraph, [144.0, 544.0, 971.0, 36.0], shoonya_0sY7595WVBBAVO, 5775261]
[paragraph, [137.0, 619.0, 975.0, 36.0], shoonya_3s9HVECB7ROW4C, 5775261]
[paragraph, [137.0, 655.0, 975.0, 36.0], shoonya_3s9HVECB7ROW4C, 5775261]
[paragraph, [137.0, 691.0, 975.0, 36.0], shoonya_3s9HVECB7ROW4C, 5775261]
[unordered-list, [155.0, 808.0, 950.0, 36.0], shoonya_1sTHO7KDD046E6, 5775261]
[unordered-list, [155.0, 844.0, 950.0, 36.0], shoonya_1sTHO7KDD046E6, 5775261]
[unordered-list, [155.0, 880.0, 950.0, 36.0], shoonya_1sTHO7KDD046E6, 5775261]
[unordered-list, [155.0, 916.0, 950.0, 36.0], shoonya_1sTHO7KDD046E6, 5775261]
[paragraph, [143.0, 1030.0, 975.0, 36.0], shoonya_4sH95W6VTVZHYS, 5775261]
[paragraph, [143.0, 1066.0, 975.0, 36.0], shoonya_4sH95W6VTVZHYS, 5775261]
[paragraph, [143.0, 1102.0, 975.0, 36.0], shoonya_4sH95W6VTVZHYS, 5775261]
[paragraph, [143.0, 1138.0, 975.0, 36.0], shoonya_4sH95W6VTVZHYS, 5775261]
[paragraph, [143.0, 1174.0, 975.0, 36.0], shoonya_4sH95W6VTVZHYS, 5775261]
[paragraph, [133.0, 1210.0, 987.0, 36.0], shoonya_2s3QTT4HIDBWSG, 5775261]
[paragraph, [133.0, 1246.0, 987.0, 36.0], shoonya_2s3QTT4HIDBWSG, 5775261]
[paragraph, [133.0, 1282.0, 987.0, 36.0], shoonya_2s3QTT4HIDBWSG, 5775261]
[paragraph, [133.0, 1318.0, 987.0, 36.0], shoonya_2s3QTT4HIDBWSG, 5775261]
[paragraph, [133.0, 1354.0, 987.0, 36.0], shoonya_2s3QTT4HIDBWSG, 5775261]
