[1320, 1176]
[section-title, [282.0, 64.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 94.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 124.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 154.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 184.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 214.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[section-title, [282.0, 244.0, 614.0, 30.0], shoonya_0s4RUCJU786998, 5693782]
[author, [205.0, 312.0, 760.0, 18.0], p_eseCw2sY, 5693782]
[author, [205.0, 330.0, 760.0, 18.0], p_eseCw2sY, 5693782]
[contact-info, [390.0, 364.0, 346.0, 18.0], E66UPh0VYF, 5693782]
[contact-info, [162.0, 365.0, 139.0, 18.0], dJSqEgfZ5j, 5693782]
[contact-info, [872.0, 367.0, 143.0, 18.0], AsNDXg34Ta, 5693782]
[folio, [938.0, 424.0, 102.0, 18.0], B6HEysV1QM, 5693782]
[folio, [139.0, 425.0, 92.0, 18.0], cn9GFrtUx5, 5693782]
[section-title, [182.0, 483.0, 271.0, 30.0], QTkGiZEz4Q, 5693782]
[paragraph, [186.0, 528.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 546.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 564.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 582.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 600.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 618.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 636.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 654.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 672.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 690.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [186.0, 708.0, 894.0, 18.0], yj8JjcU12p, 5693782]
[paragraph, [184.0, 750.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [184.0, 768.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [184.0, 786.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [184.0, 804.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [184.0, 822.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [184.0, 840.0, 897.0, 18.0], GIN965Q6bN, 5693782]
[paragraph, [189.0, 882.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 900.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 918.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 936.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 954.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 972.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 990.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 1008.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 1026.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 1044.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 1062.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [189.0, 1080.0, 888.0, 18.0], SPAH2qkd4x, 5693782]
[paragraph, [190.0, 1127.0, 888.0, 18.0], yhQdLpAXh3, 5693782]
[paragraph, [190.0, 1145.0, 888.0, 18.0], yhQdLpAXh3, 5693782]
[paragraph, [190.0, 1163.0, 888.0, 18.0], yhQdLpAXh3, 5693782]
