[872, 605]
[folio, [34.0, 34.0, 81.0, 18.0], OcLWYsWmwP, 6456714]
[paragraph, [34.0, 67.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 85.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 103.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 121.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 139.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 157.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 175.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 193.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 211.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 229.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 247.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 265.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 283.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 301.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 319.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 337.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 355.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 373.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 391.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 409.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 427.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 445.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 463.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 481.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 499.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 517.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 535.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 553.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [34.0, 571.0, 265.0, 18.0], shoonya_0sMP3DQAH21WP0, 6456714]
[paragraph, [300.0, 67.0, 258.0, 18.0], Ww0TxqJ-te, 6456714]
[paragraph, [300.0, 85.0, 258.0, 18.0], Ww0TxqJ-te, 6456714]
[paragraph, [300.0, 103.0, 258.0, 18.0], Ww0TxqJ-te, 6456714]
[paragraph, [300.0, 121.0, 258.0, 18.0], Ww0TxqJ-te, 6456714]
[paragraph, [300.0, 139.0, 258.0, 18.0], Ww0TxqJ-te, 6456714]
[paragraph, [297.0, 159.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 177.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 195.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 213.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 231.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 249.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 267.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [297.0, 285.0, 260.0, 18.0], utrNUU_5UC, 6456714]
[paragraph, [312.0, 313.0, 96.0, 18.0], knOSNPZ4E0, 6456714]
[paragraph, [301.0, 333.0, 258.0, 18.0], 7OD54TX5P8, 6456714]
[paragraph, [302.0, 352.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 370.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 388.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 406.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 424.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 442.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 460.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 478.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 496.0, 262.0, 18.0], nRJX817ymx, 6456714]
[paragraph, [302.0, 514.0, 262.0, 18.0], nRJX817ymx, 6456714]
[reference, [304.0, 545.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 563.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 581.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 599.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 617.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 635.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 653.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 671.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 689.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
