[3060, 3960]
[section-title, [4.0, 439.0, 1551.0, 93.0], shoonya_0s3FUKMF51JVRY, 5695303]
[unordered-list, [59.0, 647.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 699.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 752.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 804.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 857.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 909.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 962.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1014.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1067.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1119.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1172.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1224.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1277.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1329.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1382.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1434.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1487.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1539.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1592.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1644.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1697.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1749.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1802.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1854.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1907.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 1959.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2012.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2064.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2117.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2169.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2222.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2274.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2327.0, 3844.0, 52.5], Dx8439yG6a, 5695303]
[unordered-list, [59.0, 2379.5, 3844.0, 52.5], Dx8439yG6a, 5695303]
[folio, [1255.0, 2496.0, 1463.0, 52.5], O2a-7IpH8b, 5695303]
[folio, [1255.0, 2548.5, 1463.0, 52.5], O2a-7IpH8b, 5695303]
