[1031, 622]
[section-title, [247.0, 69.0, 124.0, 30.0], shoonya_1s62FYCL5D4PHU, 5709983]
[paragraph, [33.0, 108.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 126.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 144.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 162.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 180.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 198.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 216.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 234.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 252.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [33.0, 270.0, 567.0, 18.0], GZ-WF6w7BG, 5709983]
[paragraph, [35.0, 301.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 319.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 337.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 355.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 373.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 391.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 409.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 427.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 445.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 463.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 481.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 499.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 517.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 535.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 553.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 571.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 589.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 607.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 625.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 643.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 661.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 679.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 697.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 715.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 733.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 751.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 769.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 787.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [35.0, 805.0, 563.0, 18.0], r6TQQ9N1mz, 5709983]
[paragraph, [37.0, 835.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
[paragraph, [37.0, 853.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
[paragraph, [37.0, 871.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
[paragraph, [37.0, 889.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
[paragraph, [37.0, 907.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
[paragraph, [37.0, 925.0, 561.0, 18.0], CVIpWtFTyo, 5709983]
