[1656, 1296]
[headline, [194.0, 56.0, 819.0, 37.5], shoonya_22s9RRD9C2LU1R, 5657053]
[headline, [194.0, 93.5, 819.0, 37.5], shoonya_22s9RRD9C2LU1R, 5657053]
[headline, [194.0, 131.0, 819.0, 37.5], shoonya_22s9RRD9C2LU1R, 5657053]
[headline, [194.0, 168.5, 819.0, 37.5], shoonya_22s9RRD9C2LU1R, 5657053]
[headline, [194.0, 206.0, 819.0, 37.5], shoonya_22s9RRD9C2LU1R, 5657053]
[paragraph, [850.0, 330.0, 382.0, 36.0], shoonya_16s4M614Q1I9F4, 5657053]
[paragraph, [850.0, 366.0, 382.0, 36.0], shoonya_16s4M614Q1I9F4, 5657053]
[paragraph, [61.0, 331.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [61.0, 367.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [61.0, 403.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [61.0, 439.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [61.0, 475.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [61.0, 511.0, 382.0, 36.0], shoonya_5sKKP347MCH6OA, 5657053]
[paragraph, [850.0, 412.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [850.0, 448.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [850.0, 484.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [850.0, 520.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [850.0, 556.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [850.0, 592.0, 382.0, 36.0], shoonya_0s8YUPVKHL9CBH, 5657053]
[paragraph, [62.0, 560.0, 382.0, 36.0], shoonya_2s2P8OEF632IWH, 5657053]
[paragraph, [62.0, 596.0, 382.0, 36.0], shoonya_2s2P8OEF632IWH, 5657053]
[headline, [67.0, 673.0, 268.0, 37.5], shoonya_18sH61CQ6B4ZF8, 5657053]
[unordered-list, [67.0, 725.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 761.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 797.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 833.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 869.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 905.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 941.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 977.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1013.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1049.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1085.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1121.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1157.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1193.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1229.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1265.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1301.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[unordered-list, [67.0, 1337.0, 475.0, 36.0], shoonya_1s9DPDJW9Y4QR6, 5657053]
[paragraph, [757.0, 730.0, 354.0, 36.0], shoonya_13sYG3XGGIBE40, 5657053]
[paragraph, [757.0, 766.0, 354.0, 36.0], shoonya_13sYG3XGGIBE40, 5657053]
[paragraph, [757.0, 802.0, 354.0, 36.0], shoonya_13sYG3XGGIBE40, 5657053]
[paragraph, [757.0, 838.0, 354.0, 36.0], shoonya_13sYG3XGGIBE40, 5657053]
[paragraph, [756.0, 878.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 914.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 950.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 986.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 1022.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 1058.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 1094.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [756.0, 1130.0, 461.0, 36.0], shoonya_8sSOR2WN9SOXV6, 5657053]
[paragraph, [759.0, 1176.0, 458.0, 36.0], shoonya_3sD5C4PD89DFX6, 5657053]
[paragraph, [759.0, 1212.0, 458.0, 36.0], shoonya_3sD5C4PD89DFX6, 5657053]
[paragraph, [759.0, 1248.0, 458.0, 36.0], shoonya_3sD5C4PD89DFX6, 5657053]
[contact-info, [1029.0, 1295.0, 200.0, 36.0], s2KE1g4Nsn, 5657053]
[contact-info, [1029.0, 1331.0, 200.0, 36.0], s2KE1g4Nsn, 5657053]
