[1755, 1240]
[contact-info, [411.0, 91.0, 551.0, 36.0], aGw5b366sW, 6478195]
[contact-info, [411.0, 127.0, 551.0, 36.0], aGw5b366sW, 6478195]
[contact-info, [411.0, 163.0, 551.0, 36.0], aGw5b366sW, 6478195]
[contact-info, [411.0, 199.0, 551.0, 36.0], aGw5b366sW, 6478195]
[contact-info, [411.0, 235.0, 551.0, 36.0], aGw5b366sW, 6478195]
[contact-info, [965.0, 103.0, 230.0, 36.0], rtVGqGuAzz, 6478195]
[folio, [162.0, 288.0, 215.0, 36.0], Odkm39ORDw, 6478195]
[folio, [162.0, 324.0, 215.0, 36.0], Odkm39ORDw, 6478195]
[paragraph, [157.0, 509.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 545.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 581.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 617.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 653.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 689.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [157.0, 725.0, 1007.0, 36.0], vpOQqUOvXn, 6478195]
[paragraph, [162.0, 813.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 849.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 885.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 921.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 957.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 993.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1029.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1065.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1101.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1137.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1173.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[paragraph, [162.0, 1209.0, 1004.0, 36.0], S2RKcaLKGo, 6478195]
[author, [995.0, 1372.0, 160.0, 36.0], DbpV6Myb-b, 6478195]
[author, [995.0, 1408.0, 160.0, 36.0], DbpV6Myb-b, 6478195]
