[1282, 719]
[folio, [578.0, 28.0, 123.0, 18.0], shoonya_0s80VE80U9OM4R, 5782184]
[folio, [578.0, 46.0, 123.0, 18.0], shoonya_0s80VE80U9OM4R, 5782184]
[folio, [578.0, 64.0, 123.0, 18.0], shoonya_0s80VE80U9OM4R, 5782184]
[section-title, [214.0, 90.0, 304.0, 30.0], 1tusoNKsa1, 5782184]
[ordered-list, [21.0, 129.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 147.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 165.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 183.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 201.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 219.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 237.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 255.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 273.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 291.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 309.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 327.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 345.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 363.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 381.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 399.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 417.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 435.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 453.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 471.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 489.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 507.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 525.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 543.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 561.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 579.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 597.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 615.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 633.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 651.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 669.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 687.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 705.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 723.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 741.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 759.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[ordered-list, [21.0, 777.0, 685.0, 18.0], 1bxtqDZlHG, 5782184]
[sub-ordered-list, [31.0, 165.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 183.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 201.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 219.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 237.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 255.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 273.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 291.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 309.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 327.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 345.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 363.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 381.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 399.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 417.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 435.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 453.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 471.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 489.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 507.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 525.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 543.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 561.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 579.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 597.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 615.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 633.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 651.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 669.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 687.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 705.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 723.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 741.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 759.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[sub-ordered-list, [31.0, 777.0, 668.0, 18.0], 1xGMMGZED_, 5782184]
[subsub-ordered-list, [36.0, 632.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 650.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 668.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 686.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 704.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 722.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 740.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 758.0, 658.0, 18.0], ULpkgei8G8, 5782184]
[subsub-ordered-list, [36.0, 776.0, 658.0, 18.0], ULpkgei8G8, 5782184]
