[1200, 825]
[reference, [121.0, 70.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 88.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 106.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 124.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 142.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 160.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 178.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 196.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 214.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 232.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 250.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 268.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 286.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 304.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 322.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 340.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 358.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 376.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 394.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 412.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 430.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 448.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 466.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 484.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 502.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 520.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 538.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 556.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 574.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 592.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 610.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 628.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 646.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 664.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 682.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 700.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 718.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 736.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 754.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 772.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 790.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 808.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 826.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 844.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 862.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 880.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 898.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 916.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 934.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 952.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 970.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 988.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 1006.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 1024.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
[reference, [121.0, 1042.0, 600.0, 18.0], shoonya_0sBBYJ9KWD87EP, 5691234]
