[1350, 900]
[folio, [492.0, 166.0, 202.0, 18.0], 1TLcb5cyux, 5760083]
[folio, [492.0, 184.0, 202.0, 18.0], 1TLcb5cyux, 5760083]
[paragraph, [152.0, 211.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 229.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 247.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 265.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 283.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 301.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 319.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 337.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 355.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 373.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 391.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 409.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 427.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 445.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 463.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 481.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 499.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 517.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 535.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 553.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 571.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 589.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 607.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 625.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 643.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 661.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 679.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 697.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 715.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 733.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 751.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 769.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 787.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 805.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 823.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 841.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 859.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 877.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 895.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 913.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 931.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 949.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 967.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 985.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1003.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1021.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1039.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1057.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1075.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
[paragraph, [152.0, 1093.0, 552.0, 18.0], shoonya_0sWBZBVZNZMZI4, 5760083]
