[2084, 1667]
[section-title, [86.0, 93.0, 1171.0, 52.5], shoonya_1s572EQYGASMZU, 5715941]
[section-title, [86.0, 145.5, 1171.0, 52.5], shoonya_1s572EQYGASMZU, 5715941]
[section-title, [86.0, 198.0, 1171.0, 52.5], shoonya_1s572EQYGASMZU, 5715941]
[section-title, [86.0, 250.5, 1171.0, 52.5], shoonya_1s572EQYGASMZU, 5715941]
[section-title, [86.0, 303.0, 1171.0, 52.5], shoonya_1s572EQYGASMZU, 5715941]
[paragraph, [73.0, 407.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 443.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 479.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 515.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 551.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 587.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 623.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 659.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[paragraph, [73.0, 695.0, 1437.0, 36.0], Wt0C6ST1RA, 5715941]
[figure-caption, [42.0, 1507.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1543.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1579.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1615.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1651.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1687.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1723.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1759.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1795.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1831.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [42.0, 1867.0, 552.0, 36.0], l7JQiGT8Tp, 5715941]
[figure-caption, [1097.0, 1521.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1557.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1593.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1629.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1665.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1701.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1737.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1773.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1809.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1845.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1881.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [1097.0, 1917.0, 554.0, 36.0], GiPzfqfjoR, 5715941]
[figure-caption, [594.0, 1846.0, 496.0, 36.0], ZpBYYu4kGz, 5715941]
[figure-caption, [594.0, 1882.0, 496.0, 36.0], ZpBYYu4kGz, 5715941]
[figure-caption, [594.0, 1918.0, 496.0, 36.0], ZpBYYu4kGz, 5715941]
[figure-caption, [594.0, 1954.0, 496.0, 36.0], ZpBYYu4kGz, 5715941]
[figure-caption, [594.0, 1990.0, 496.0, 36.0], ZpBYYu4kGz, 5715941]
