[911, 559]
[paragraph, [31.0, 46.0, 512.0, 18.0], shoonya_4sX6YT6Q6AQXT7, 5775982]
[paragraph, [31.0, 64.0, 512.0, 18.0], shoonya_4sX6YT6Q6AQXT7, 5775982]
[paragraph, [31.0, 82.0, 512.0, 18.0], shoonya_4sX6YT6Q6AQXT7, 5775982]
[paragraph, [31.0, 100.0, 512.0, 18.0], shoonya_4sX6YT6Q6AQXT7, 5775982]
[paragraph, [31.0, 118.0, 512.0, 18.0], shoonya_4sX6YT6Q6AQXT7, 5775982]
[paragraph, [33.0, 147.0, 510.0, 18.0], shoonya_3sYXZAUB7FR9EL, 5775982]
[paragraph, [33.0, 165.0, 510.0, 18.0], shoonya_3sYXZAUB7FR9EL, 5775982]
[paragraph, [33.0, 183.0, 510.0, 18.0], shoonya_3sYXZAUB7FR9EL, 5775982]
[paragraph, [33.0, 201.0, 510.0, 18.0], shoonya_3sYXZAUB7FR9EL, 5775982]
[paragraph, [33.0, 219.0, 510.0, 18.0], shoonya_3sYXZAUB7FR9EL, 5775982]
[paragraph, [31.0, 244.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 262.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 280.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 298.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 316.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 334.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 352.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 370.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [31.0, 388.0, 509.0, 18.0], shoonya_0s7Q0YDY85HYLR, 5775982]
[paragraph, [30.0, 420.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 438.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 456.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 474.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 492.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 510.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 528.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 546.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 564.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 582.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 600.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 618.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [30.0, 636.0, 507.0, 18.0], shoonya_1sO9IQ1VB6TCX9, 5775982]
[paragraph, [29.0, 667.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 685.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 703.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 721.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 739.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 757.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 775.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 793.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 811.0, 503.0, 18.0], shoonya_2s6RT2WTVEPZFS, 5775982]
[paragraph, [29.0, 836.0, 503.0, 18.0], shoonya_5sNJYI7G5ADZZ7, 5775982]
[paragraph, [29.0, 854.0, 503.0, 18.0], shoonya_5sNJYI7G5ADZZ7, 5775982]
