[2339, 1653]
[ordered-list, [150.0, 190.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 226.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 262.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 298.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 334.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 370.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 406.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 442.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 478.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 514.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 550.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 586.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 622.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 658.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 694.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 730.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 766.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 802.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 838.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 874.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 910.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 946.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 982.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1018.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1054.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1090.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1126.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1162.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1198.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1234.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1270.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1306.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1342.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1378.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1414.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1450.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1486.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
[ordered-list, [150.0, 1522.0, 1343.0, 36.0], UUyTa3F59v, 5690150]
