[1263, 913]
[chapter-title, [261.0, 56.0, 262.0, 30.0], shoonya_10sEW358FP7AXB, 5776483]
[paragraph, [78.0, 94.0, 630.0, 18.0], shoonya_9sYRKGLOMNSA9B, 5776483]
[paragraph, [78.0, 112.0, 630.0, 18.0], shoonya_9sYRKGLOMNSA9B, 5776483]
[paragraph, [99.0, 142.0, 471.0, 18.0], shoonya_7sGHSOLKDFMPDI, 5776483]
[paragraph, [102.0, 173.0, 261.0, 18.0], shoonya_12sQVJJ4XFWAN4, 5776483]
[paragraph, [101.0, 197.0, 421.0, 18.0], shoonya_13s657A3W0D5FZ, 5776483]
[paragraph, [80.0, 219.0, 632.0, 18.0], shoonya_11sLZ9WUSTBCSS, 5776483]
[paragraph, [80.0, 237.0, 632.0, 18.0], shoonya_11sLZ9WUSTBCSS, 5776483]
[paragraph, [80.0, 255.0, 632.0, 18.0], shoonya_11sLZ9WUSTBCSS, 5776483]
[paragraph, [81.0, 271.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 289.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 307.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 325.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 343.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 361.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 379.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 397.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 415.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 433.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [81.0, 451.0, 630.0, 18.0], shoonya_3sGBX7IJQ6CBVM, 5776483]
[paragraph, [83.0, 474.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 492.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 510.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 528.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 546.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 564.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 582.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [83.0, 600.0, 631.0, 18.0], shoonya_1sKMGX6KLOM906, 5776483]
[paragraph, [111.0, 622.0, 556.0, 18.0], shoonya_8s481CNRM7BSEM, 5776483]
[paragraph, [84.0, 643.0, 630.0, 18.0], shoonya_4s8RXEQS7IK8G9, 5776483]
[paragraph, [84.0, 661.0, 630.0, 18.0], shoonya_4s8RXEQS7IK8G9, 5776483]
[paragraph, [84.0, 679.0, 630.0, 18.0], shoonya_4s8RXEQS7IK8G9, 5776483]
[paragraph, [102.0, 698.0, 355.0, 18.0], shoonya_6s0A4QXFXMR8KU, 5776483]
[paragraph, [86.0, 722.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 740.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 758.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 776.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 794.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 812.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 830.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 848.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 866.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 884.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 902.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 920.0, 631.0, 18.0], shoonya_0sY6UNX506AFPQ, 5776483]
[paragraph, [86.0, 947.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 965.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 983.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 1001.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 1019.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 1037.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [86.0, 1055.0, 633.0, 18.0], shoonya_2s0CIWCH07DIBA, 5776483]
[paragraph, [112.0, 1072.0, 608.0, 18.0], shoonya_5s47V0G4JB8SMD, 5776483]
