[1753, 1240]
[contact-info, [473.0, 82.0, 309.0, 36.0], 1siM7eqIx0, 6475289]
[contact-info, [473.0, 118.0, 309.0, 36.0], 1siM7eqIx0, 6475289]
[contact-info, [473.0, 154.0, 309.0, 36.0], 1siM7eqIx0, 6475289]
[contact-info, [933.0, 254.0, 214.0, 36.0], B65Zz5Dwan, 6475289]
[folio, [104.0, 293.0, 202.0, 36.0], yjLX3L7H8L, 6475289]
[folio, [104.0, 329.0, 202.0, 36.0], yjLX3L7H8L, 6475289]
[ordered-list, [179.0, 401.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 437.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 473.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 509.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 545.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 581.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 617.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 653.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 689.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 725.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 761.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 797.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 833.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 869.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 905.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 941.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 977.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1013.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1049.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1085.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1121.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1157.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1193.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1229.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1265.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1301.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1337.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1373.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1409.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1445.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[ordered-list, [179.0, 1481.0, 991.0, 36.0], shoonya_0s8H3INDFG8W0V, 6475289]
[contact-info, [144.0, 1585.0, 963.0, 36.0], g2F09GoNZH, 6475289]
[contact-info, [144.0, 1621.0, 963.0, 36.0], g2F09GoNZH, 6475289]
[contact-info, [144.0, 1657.0, 963.0, 36.0], g2F09GoNZH, 6475289]
[website-link, [745.0, 1673.0, 153.0, 18.0], NB3b2bs6Xm, 6475289]
