[1684, 1191]
[folio, [320.0, 92.0, 567.0, 36.0], x2XTjW-ny-, 6464812]
[folio, [320.0, 128.0, 567.0, 36.0], x2XTjW-ny-, 6464812]
[paragraph, [88.0, 190.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 226.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 262.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 298.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 334.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 370.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 406.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [88.0, 442.0, 1018.0, 36.0], shoonya_0sLWO2MUF49N4C, 6464812]
[paragraph, [86.0, 516.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 552.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 588.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 624.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 660.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 696.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 732.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [86.0, 768.0, 1016.0, 36.0], Oa07kntHak, 6464812]
[paragraph, [91.0, 831.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 867.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 903.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 939.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 975.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 1011.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 1047.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 1083.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 1119.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [91.0, 1155.0, 1029.0, 36.0], dY7AI8cNAR, 6464812]
[paragraph, [186.0, 1228.0, 828.0, 36.0], z5arHxz65m, 6464812]
[section-title, [471.0, 1306.0, 258.0, 49.5], nnsB0SbI4y, 6464812]
[paragraph, [95.0, 1366.0, 1016.0, 36.0], 0nUfROrgWJ, 6464812]
[paragraph, [95.0, 1402.0, 1016.0, 36.0], 0nUfROrgWJ, 6464812]
[paragraph, [95.0, 1438.0, 1016.0, 36.0], 0nUfROrgWJ, 6464812]
