[1230, 750]
[chapter-title, [112.0, 239.0, 506.0, 30.0], IvdoBZXKTs, 6469265]
[paragraph, [58.0, 412.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 430.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 448.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 466.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 484.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 502.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 520.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 538.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 556.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 574.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 592.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 610.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 628.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 646.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 664.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 682.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 700.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 718.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 736.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 754.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 772.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 790.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 808.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 826.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 844.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 862.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 880.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 898.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 916.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 934.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 952.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 970.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 988.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 1006.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [58.0, 1024.0, 597.0, 18.0], shoonya_0sEQH6TRY72VJM, 6469265]
[paragraph, [57.0, 1063.0, 604.0, 18.0], tWUSJzOd4t, 6469265]
[paragraph, [57.0, 1081.0, 604.0, 18.0], tWUSJzOd4t, 6469265]
[paragraph, [57.0, 1099.0, 604.0, 18.0], tWUSJzOd4t, 6469265]
