[1387, 987]
[paragraph, [87.0, 97.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [87.0, 115.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [87.0, 133.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [87.0, 151.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [87.0, 169.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [87.0, 187.0, 725.0, 18.0], shoonya_0s1R9LFZZP83DV, 5651414]
[paragraph, [90.0, 213.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 231.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 249.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 267.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 285.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 303.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 321.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 339.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 357.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 375.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 393.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 411.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 429.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 447.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 465.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 483.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 501.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 519.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 537.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 555.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 573.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 591.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 609.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 627.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 645.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 663.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 681.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 699.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [90.0, 717.0, 793.0, 18.0], B5nwSEUaKS, 5651414]
[paragraph, [86.0, 750.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 768.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 786.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 804.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 822.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 840.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 858.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 876.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 894.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 912.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 930.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [86.0, 948.0, 744.0, 18.0], shoonya_2sUJPRV1UVC1W7, 5651414]
[paragraph, [85.0, 987.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [85.0, 1005.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [85.0, 1023.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [85.0, 1041.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [85.0, 1059.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [85.0, 1077.0, 724.0, 18.0], shoonya_1sMHLKB4CLW5ZP, 5651414]
[paragraph, [83.0, 1117.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1135.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1153.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1171.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1189.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1207.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1225.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1243.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
[paragraph, [83.0, 1261.0, 804.0, 18.0], JhzRgDfSoQ, 5651414]
