[796, 596]
[section-title, [222.0, 17.0, 96.0, 30.0], shoonya_11s3AVIPH3ESFA, 5756672]
[ordered-list, [38.0, 110.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 128.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 146.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 164.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 182.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 200.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 218.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 236.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 254.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 272.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 290.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 308.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 326.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 344.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 362.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 380.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 398.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 416.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 434.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[ordered-list, [38.0, 452.0, 396.0, 18.0], shoonya_12sQXA4RUGNZ36, 5756672]
[unordered-list, [69.0, 149.0, 187.0, 18.0], shoonya_0sBNVEG4TG4AET, 5756672]
[unordered-list, [69.0, 276.0, 207.0, 18.0], shoonya_4sF6NFDF22T0QF, 5756672]
[unordered-list, [69.0, 350.0, 194.0, 18.0], shoonya_14sR2KSZTL5L6N, 5756672]
[ordered-list, [34.0, 499.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 517.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 535.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 553.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 571.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 589.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 607.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 625.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 643.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 661.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
[ordered-list, [34.0, 679.0, 427.0, 18.0], oaoQ5O-lfH, 5756672]
