[2176, 1463]
[folio, [153.0, 146.0, 149.0, 36.0], c4IbMbQfYJ, 5655242]
[paragraph, [147.0, 254.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 290.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 326.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 362.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 398.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 434.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 470.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 506.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 542.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 578.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 614.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [147.0, 650.0, 1169.0, 36.0], shoonya_0sRPFFTDBSFO41, 5655242]
[paragraph, [151.0, 744.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 780.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 816.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 852.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 888.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 924.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 960.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 996.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 1032.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [151.0, 1068.0, 1170.0, 36.0], shoonya_3sLV4X8VOW2E07, 5655242]
[paragraph, [154.0, 1154.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1190.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1226.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1262.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1298.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1334.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1370.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1406.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1442.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [154.0, 1478.0, 1169.0, 36.0], shoonya_1sYEOVA5HOAZ42, 5655242]
[paragraph, [158.0, 1561.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [158.0, 1597.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [158.0, 1633.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [158.0, 1669.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [158.0, 1705.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [158.0, 1741.0, 1171.0, 36.0], shoonya_6s7RLD0WQN1N55, 5655242]
[paragraph, [232.0, 1793.0, 659.0, 36.0], shoonya_4s5V2COJMZIS8G, 5655242]
[paragraph, [232.0, 1829.0, 659.0, 36.0], shoonya_4s5V2COJMZIS8G, 5655242]
[paragraph, [232.0, 1865.0, 659.0, 36.0], shoonya_4s5V2COJMZIS8G, 5655242]
[reference, [151.0, 1965.0, 712.0, 36.0], shoonya_5sTM1I7VP5S3EE, 5655242]
[reference, [151.0, 2001.0, 712.0, 36.0], shoonya_5sTM1I7VP5S3EE, 5655242]
