[792, 617]
[chapter-title, [257.0, 142.0, 143.0, 30.0], srVRtIeD2h, 6460771]
[paragraph, [164.0, 184.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 202.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 220.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 238.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 256.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 274.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 292.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 310.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 328.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 346.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 364.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 382.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 400.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 418.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 436.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 454.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 472.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 490.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 508.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [164.0, 526.0, 313.0, 18.0], shoonya_0sFP6NC8AN0ZYD, 6460771]
[paragraph, [166.0, 543.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 561.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 579.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 597.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 615.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 633.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
[paragraph, [166.0, 651.0, 313.0, 18.0], shoonya_1s8OUND7L24DRR, 6460771]
