[1606, 1056]
[folio, [445.0, 104.0, 160.0, 36.0], PYxGexg319, 5683485]
[paragraph, [257.0, 156.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 192.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 228.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 264.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 300.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 336.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 372.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [257.0, 408.0, 444.0, 36.0], rcYlxl92KL, 5683485]
[paragraph, [248.0, 478.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 514.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 550.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 586.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 622.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 658.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 694.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [248.0, 730.0, 473.0, 36.0], 8YdIMB_9UI, 5683485]
[paragraph, [250.0, 790.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 826.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 862.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 898.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 934.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 970.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 1006.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [250.0, 1042.0, 456.0, 36.0], qsDb71lSto, 5683485]
[paragraph, [229.0, 1111.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1147.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1183.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1219.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1255.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1291.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1327.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [229.0, 1363.0, 500.0, 36.0], DzdByBrgJk, 5683485]
[paragraph, [245.0, 1420.0, 428.0, 36.0], hmG2ZilFFy, 5683485]
[paragraph, [245.0, 1456.0, 428.0, 36.0], hmG2ZilFFy, 5683485]
