[792, 612]
[paragraph, [227.0, 87.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 105.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 123.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 141.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 159.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 177.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 195.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 213.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 231.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 249.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 267.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 285.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 303.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 321.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 339.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [227.0, 357.0, 154.0, 18.0], QWYMlHvY12, 6516054]
[paragraph, [49.0, 89.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 107.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 125.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 143.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 161.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 179.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 197.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 215.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 233.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 251.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 269.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 287.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 305.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 323.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [49.0, 341.0, 151.0, 18.0], nolWu-xe7Z, 6516054]
[paragraph, [409.0, 89.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 107.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 125.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 143.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 161.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 179.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 197.0, 151.0, 18.0], Lybhvrvk9f, 6516054]
[paragraph, [409.0, 233.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 251.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 269.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 287.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 305.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 323.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 341.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 359.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 377.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 395.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 413.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 431.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 449.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 467.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 485.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 503.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [409.0, 521.0, 152.0, 18.0], utNPWGedMW, 6516054]
[paragraph, [49.0, 364.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 382.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 400.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 418.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 436.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 454.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 472.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 490.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 508.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 526.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 544.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 562.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 580.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 598.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 616.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 634.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 652.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [49.0, 670.0, 153.0, 18.0], cFNN2NS9aA, 6516054]
[paragraph, [226.0, 377.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 395.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 413.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 431.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 449.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 467.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [226.0, 485.0, 155.0, 18.0], rutqqbyBJa, 6516054]
[paragraph, [229.0, 507.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 525.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 543.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 561.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 579.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 597.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 615.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 633.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 651.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [229.0, 669.0, 153.0, 18.0], xVAhd6OOIW, 6516054]
[paragraph, [408.0, 544.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 562.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 580.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 598.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 616.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 634.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 652.0, 152.0, 18.0], GLO_H9efdM, 6516054]
[paragraph, [408.0, 670.0, 152.0, 18.0], GLO_H9efdM, 6516054]
