[2339, 1654]
[section-title, [178.0, 184.0, 140.0, 52.5], fZJg6NDWlh, 5753949]
[paragraph, [331.0, 190.0, 1019.0, 36.0], 3foc3U0Lh7, 5753949]
[paragraph, [184.0, 280.0, 1171.0, 36.0], shoonya_2s8GMCVHEWQDXE, 5753949]
[paragraph, [184.0, 316.0, 1171.0, 36.0], shoonya_2s8GMCVHEWQDXE, 5753949]
[paragraph, [184.0, 352.0, 1171.0, 36.0], shoonya_2s8GMCVHEWQDXE, 5753949]
[paragraph, [184.0, 388.0, 1171.0, 36.0], shoonya_2s8GMCVHEWQDXE, 5753949]
[paragraph, [339.0, 455.0, 1017.0, 36.0], a4YJ23xHfp, 5753949]
[paragraph, [183.0, 551.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 587.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 623.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 659.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 695.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 731.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 767.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 803.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [183.0, 839.0, 1165.0, 36.0], shoonya_5s6E6UC86KTIDX, 5753949]
[paragraph, [412.0, 899.0, 934.0, 36.0], z1HCiCO9NW, 5753949]
[paragraph, [412.0, 935.0, 934.0, 36.0], z1HCiCO9NW, 5753949]
[paragraph, [186.0, 992.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[paragraph, [186.0, 1028.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[paragraph, [186.0, 1064.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[paragraph, [186.0, 1100.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[paragraph, [186.0, 1136.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[paragraph, [186.0, 1172.0, 1160.0, 36.0], shoonya_3sSGZXNA73AEFT, 5753949]
[section-title, [188.0, 1253.0, 201.0, 52.5], d4UFanrb2M, 5753949]
[paragraph, [402.0, 1257.0, 945.0, 36.0], qrsBlzSpMs, 5753949]
[paragraph, [402.0, 1293.0, 945.0, 36.0], qrsBlzSpMs, 5753949]
[paragraph, [182.0, 1350.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [182.0, 1386.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [182.0, 1422.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [182.0, 1458.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [182.0, 1494.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [182.0, 1530.0, 1171.0, 36.0], zLgHpHBANT, 5753949]
[paragraph, [387.0, 1615.0, 957.0, 36.0], a97R16pdy7, 5753949]
[section-title, [184.0, 1618.0, 190.0, 52.5], fU9n0kGqSE, 5753949]
[paragraph, [182.0, 1700.0, 1009.0, 36.0], Hxr2V2eB34, 5753949]
[paragraph, [182.0, 1736.0, 1009.0, 36.0], Hxr2V2eB34, 5753949]
[section-title, [184.0, 1794.0, 279.0, 52.5], jPh4Me1qtT, 5753949]
[paragraph, [495.0, 1798.0, 856.0, 36.0], 8lrK57IBbr, 5753949]
[paragraph, [184.0, 1892.0, 1166.0, 36.0], shoonya_1sI1UCD8D31MMO, 5753949]
[paragraph, [184.0, 1928.0, 1166.0, 36.0], shoonya_1sI1UCD8D31MMO, 5753949]
[paragraph, [184.0, 1964.0, 1166.0, 36.0], shoonya_1sI1UCD8D31MMO, 5753949]
[paragraph, [184.0, 2000.0, 1166.0, 36.0], shoonya_1sI1UCD8D31MMO, 5753949]
