[2339, 1653]
[section-title, [702.0, 301.0, 260.0, 52.5], A_a5xEtrCQ, 5654836]
[sub-section-title, [576.0, 396.0, 508.0, 55.5], 82d6wWRd7r, 5654836]
[ordered-list, [243.0, 489.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 525.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 561.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 597.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 633.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 669.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 705.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 741.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 777.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 813.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 849.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 885.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 921.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 957.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 993.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 1029.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[ordered-list, [243.0, 1065.0, 1026.0, 36.0], k_bpqSt3rW, 5654836]
[sub-ordered-list, [276.0, 578.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 614.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 650.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 686.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 722.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 758.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [276.0, 794.0, 971.0, 36.0], Tv7ptdMaDS, 5654836]
[sub-ordered-list, [270.0, 931.0, 609.0, 36.0], R68V7yp2_U, 5654836]
[sub-ordered-list, [270.0, 967.0, 609.0, 36.0], R68V7yp2_U, 5654836]
[sub-ordered-list, [270.0, 1003.0, 609.0, 36.0], R68V7yp2_U, 5654836]
[sub-ordered-list, [270.0, 1039.0, 609.0, 36.0], R68V7yp2_U, 5654836]
[sub-section-title, [278.0, 1115.0, 716.0, 55.5], Cd94JgyKKJ, 5654836]
[paragraph, [252.0, 1203.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1239.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1275.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1311.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1347.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1383.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1419.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1455.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1491.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1527.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1563.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1599.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1635.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1671.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1707.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1743.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [252.0, 1779.0, 1135.0, 36.0], shoonya_0sNIYNJVP90NM3, 5654836]
[paragraph, [345.0, 1826.0, 805.0, 36.0], jc4hFbMHx9, 5654836]
[paragraph, [345.0, 1862.0, 805.0, 36.0], jc4hFbMHx9, 5654836]
[paragraph, [268.0, 1911.0, 276.0, 36.0], t___6nUVBg, 5654836]
[paragraph, [268.0, 1947.0, 276.0, 36.0], t___6nUVBg, 5654836]
[paragraph, [268.0, 1983.0, 276.0, 36.0], t___6nUVBg, 5654836]
[paragraph, [268.0, 2019.0, 276.0, 36.0], t___6nUVBg, 5654836]
